source,target,ligand,receptor,weight
Astrocyte,GABAergic,FN1,C5AR1,0.06320845833280893
Microglia,GABAergic,CCL2,CCR2,0.061396925325313066
Pericyte,Microglia,FN1,C5AR1,0.06097294802999975
Microglia,Microglia,CCL2,CCR5,0.05956382286715173
Astrocyte,Microglia,FN1,C5AR1,0.05778570789475204
GABAergic,GABAergic,LGALS3,LAG3,0.0556919081023718
Microglia,Microglia,CCL3,CCR5,0.05513027716004074
Oligodendrocyte,GABAergic,S100A9,CD68,0.04835099685341135
Microglia,Microglia,CCL4,CCR5,0.04658265727244205
Endothelial,Microglia,FN1,C5AR1,0.04334674042357677
Oligodendrocyte,GABAergic,S100A8,CD68,0.04050687429194463
Endothelial,Microglia,ADM,GPR84,0.03414942266114107
Oligodendrocyte,Microglia,CCL4,CCR5,0.0327837618687728
GABAergic,Endothelial,LGALS3,ENG,0.026940465233405157
GABAergic,Microglia,LGALS3,LAG3,0.02660780729239322
Endothelial,GABAergic,FN1,C5AR1,0.02624245214301988
GABAergic,Pericyte,LGALS3,ENG,0.023724583261063213
Astrocyte,GABAergic,S100A8,CD68,0.022545119247944986
Endothelial,Endothelial,SPARC,ENG,0.01626664086243784
Microglia,GABAergic,S100A8,CD68,0.015568933911258465
Endothelial,Pericyte,SPARC,ENG,0.015179178057138986
GABAergic,GABAergic,LGALS3,ENG,0.015015005531431432
Astrocyte,GABAergic,S100A9,CD68,0.014907194465049178
GABAergic,Oligodendrocyte,LGALS3,ENG,0.014433790570542379
Pericyte,Endothelial,SPARC,ENG,0.012678720850227814
GABAergic,Microglia,LGALS3,ENG,0.011938017221819905
GABAergic,Astrocyte,LGALS3,ENG,0.01168249779724035
Endothelial,Microglia,APP,CD74,0.010847409108737327
Pericyte,Pericyte,SPARC,ENG,0.008496509173637281
GABAergic,Oligodendrocyte,FN1,MAG,0.006403668147787747
Astrocyte,GABAergic,PTN,SDC4,0.006023603750325238
GABAergic,Microglia,APP,CD74,0.005702180105042393
Oligodendrocyte,Microglia,S100A9,CD68,0.004674086869692458
Endothelial,Astrocyte,PSAP,GPR37L1,0.0036959118858339475
Pericyte,Astrocyte,PSAP,GPR37L1,0.0036473685797423216
Microglia,GABAergic,APP,CD74,0.0034188743732648796
Microglia,Oligodendrocyte,APOE,LSR,0.0032492051089302205
Microglia,Astrocyte,PSAP,GPR37L1,0.0024104175032927857
Endothelial,Astrocyte,ANGPTL4,SDC4,0.002265252662604328
Oligodendrocyte,Astrocyte,PSAP,GPR37L1,0.002236916169791056
Endothelial,Oligodendrocyte,FN1,MAG,0.002130117828025705
GABAergic,GABAergic,APOE,TREM2,0.002059632722172221
Endothelial,Oligodendrocyte,SPARC,ENG,0.001834128005272797
Pericyte,Microglia,APP,CD74,0.0014214657040614517
Pericyte,Oligodendrocyte,FN1,MAG,0.0010962793762637028
Microglia,GABAergic,APOE,TREM2,0.0010929872240283518
Microglia,Pericyte,APOE,LSR,0.0010148635306886575
Astrocyte,Oligodendrocyte,APOE,LSR,0.0009595249738952117
Oligodendrocyte,GABAergic,APOE,TREM2,0.000920448746747929
Astrocyte,Astrocyte,PSAP,GPR37L1,0.0009108745733523282
Astrocyte,Astrocyte,ANGPTL4,SDC4,0.0007958111511817689
GABAergic,Endothelial,APOE,LSR,0.0007883646981904991
Pericyte,GABAergic,APP,CD74,0.0007668867400479943
Pericyte,Astrocyte,PTN,SDC4,0.0007422319966491585
GABAergic,GABAergic,APP,CD74,0.0007406959462002316
Endothelial,GABAergic,APP,CD74,0.0006339595360146221
Microglia,Microglia,APP,CD74,0.0006201106179541324
Microglia,Endothelial,APOE,LSR,0.0006154409212777256
Oligodendrocyte,GABAergic,APP,CD74,0.0006104562290738647
Microglia,Astrocyte,APOE,TREM2,0.0005769193704557145
Microglia,GABAergic,APOE,LSR,0.0005561281842020906
GABAergic,Microglia,APOE,TREM2,0.0004128046419512208
Microglia,Microglia,APOE,TREM2,0.00031045644735732477
Oligodendrocyte,Microglia,APP,CD74,0.00017557706766251416
Astrocyte,GABAergic,APOE,TREM2,0.0001352701567487859
Oligodendrocyte,Oligodendrocyte,PSAP,GPR37,0.00012648308092755908
Oligodendrocyte,Oligodendrocyte,FN1,MAG,0.00012092722187981644
Astrocyte,Astrocyte,APOE,TREM2,9.656525771761096e-05
Astrocyte,Pericyte,APOE,LSR,8.723635781595967e-05
Astrocyte,GABAergic,APOE,LSR,3.5966750991537526e-05
Astrocyte,Endothelial,APOE,LSR,2.9282478786617597e-05
Astrocyte,Microglia,APOE,TREM2,1.773857369200128e-07
Oligodendrocyte,Endothelial,CCL2,CCR1,-0.0
Microglia,Endothelial,HP,ASGR1,-0.0
Oligodendrocyte,GABAergic,BSG,SLC16A1,-0.0
Oligodendrocyte,GABAergic,CCL24,CCR2,-0.0
Microglia,Endothelial,CXCL5,ACKR1,-0.0
Oligodendrocyte,GABAergic,CCL24,CCR3,-0.0
Oligodendrocyte,GABAergic,CCL28,CCR3,-0.0
Microglia,Endothelial,NPY,NPY5R,-0.0
Microglia,GABAergic,PF4,ACKR1,-0.0
Microglia,GABAergic,IL6,MUSK,-0.0
Microglia,GABAergic,IL6,F3,-0.0
Microglia,GABAergic,CCL4,GPR152,-0.0
Microglia,GABAergic,IL34,PTPRZ1,-0.0
Oligodendrocyte,Astrocyte,TDGF1,ACVR1C,-0.0
Oligodendrocyte,Astrocyte,THBS1,SDC4,-0.0
Microglia,GABAergic,HSPA1A,GRIN2D,-0.0
Microglia,Endothelial,CXCL3,CXCR2,-0.0
Microglia,GABAergic,HP,CD163,-0.0
Oligodendrocyte,GABAergic,BMP8A,TGFBR1,-0.0
Microglia,Endothelial,PPBP,ACKR1,-0.0
Oligodendrocyte,GABAergic,CCL5,SDC4,-0.0
Oligodendrocyte,GABAergic,CCL7,ACKR1,-0.0
Microglia,Endothelial,CXCL2,CXCR1,-0.0
Oligodendrocyte,GABAergic,CCL7,CCR3,-0.0
Microglia,Endothelial,CXCL12,AVPR1A,-0.0
Oligodendrocyte,GABAergic,CCL8,ACKR1,-0.0
Oligodendrocyte,GABAergic,CCL8,CCR1,-0.0
Microglia,Endothelial,CXCL3,ACKR1,-0.0
Microglia,Endothelial,CXCL3,CXCR1,-0.0
Oligodendrocyte,GABAergic,CCL3,CCR3,-0.0
Microglia,Endothelial,PNOC,OPRL1,-0.0
Microglia,Endothelial,PPY,NPY5R,-0.0
Microglia,Endothelial,PPBP,CXCR2,-0.0
Microglia,Endothelial,PPBP,CXCR1,-0.0
Oligodendrocyte,Endothelial,TIMP1,CD63,-0.0
Oligodendrocyte,Endothelial,VWF,SIRPA,-0.0
Oligodendrocyte,GABAergic,CCL5,CCR5,-0.0
Microglia,GABAergic,HP,ASGR1,-0.0
Microglia,GABAergic,HDC,HRH3,-0.0
Microglia,Endothelial,NTS,NTSR2,-0.0
Oligodendrocyte,Astrocyte,PF4,ACKR1,-0.0
Oligodendrocyte,Astrocyte,RLN3,GPR84,-0.0
Oligodendrocyte,Astrocyte,RLN3,RAMP2,-0.0
Oligodendrocyte,Astrocyte,S100A4,CCR5,-0.0
Microglia,GABAergic,PPBP,ACKR1,-0.0
Microglia,GABAergic,PNOC,OPRL1,-0.0
Microglia,GABAergic,PENK,OPRL1,-0.0
Oligodendrocyte,Endothelial,CCL7,CCR5,-0.0
Microglia,GABAergic,CCL28,CCR3,-0.0
Oligodendrocyte,Endothelial,CCL8,CCR1,-0.0
Oligodendrocyte,GABAergic,ADM,RAMP1,-0.0
Oligodendrocyte,GABAergic,ADM,RAMP2,-0.0
Oligodendrocyte,GABAergic,ANGPTL4,GPIHBP1,-0.0
Microglia,Endothelial,PENK,OPRL1,-0.0
Oligodendrocyte,Astrocyte,PENK,OPRL1,-0.0
Oligodendrocyte,Astrocyte,TIMP1,CD63,-0.0
Oligodendrocyte,Astrocyte,SAA1,FPR1,-0.0
Microglia,GABAergic,MSMP,CCR2,-0.0
Oligodendrocyte,Astrocyte,SAA1,FPR2,-0.0
Oligodendrocyte,Astrocyte,NPY,NPY5R,-0.0
Microglia,GABAergic,ITIH2,FCER1A,-0.0
Microglia,GABAergic,LPL,GPIHBP1,-0.0
Oligodendrocyte,Astrocyte,SELPLG,SELL,-0.0
Microglia,GABAergic,NTS,NTSR2,-0.0
Oligodendrocyte,Astrocyte,F10,F3,-0.0
Microglia,Microglia,ADM,GPR84,-0.0
Microglia,GABAergic,XCL1,XCR1,-0.0
Microglia,GABAergic,GAST,GPR152,-0.0
Microglia,GABAergic,S100A4,CCR5,-0.0
Oligodendrocyte,Astrocyte,NTS,NTSR2,-0.0
Microglia,GABAergic,MFGE8,PDGFRB,-0.0
Microglia,GABAergic,NPY,NPY5R,-0.0
Oligodendrocyte,Astrocyte,SCT,GPR84,-0.0
Oligodendrocyte,Astrocyte,SCT,RAMP2,-0.0
Oligodendrocyte,GABAergic,CCL5,CCR3,-0.0
Oligodendrocyte,GABAergic,CCL5,CCR1,-0.0
Oligodendrocyte,GABAergic,CCL5,ACKR1,-0.0
Oligodendrocyte,Endothelial,F10,F3,-0.0
Oligodendrocyte,Endothelial,EDN1,EDNRB,-0.0
Oligodendrocyte,Endothelial,CXCL2,XCR1,-0.0
Microglia,Microglia,BMP8A,TGFBR1,-0.0
Microglia,GABAergic,CCL11,CCR2,-0.0
Oligodendrocyte,Endothelial,CXCL2,CXCR2,-0.0
Oligodendrocyte,GABAergic,CAMP,IGF1R,-0.0
Microglia,Endothelial,FN1,CD79A,-0.0
Microglia,Endothelial,FN1,MAG,-0.0
Oligodendrocyte,GABAergic,CAMP,FPR2,-0.0
Microglia,Endothelial,GAST,CCKBR,-0.0
Microglia,Endothelial,GAST,GPR152,-0.0
Microglia,Endothelial,SELPLG,SELL,-0.0
Oligodendrocyte,GABAergic,CALCB,RAMP2,-0.0
Microglia,Endothelial,HDC,HRH3,-0.0
Microglia,GABAergic,CCL11,CCR5,-0.0
Oligodendrocyte,GABAergic,CALCB,RAMP1,-0.0
Oligodendrocyte,Endothelial,CXCL12,AVPR1A,-0.0
Oligodendrocyte,Endothelial,SCT,RAMP2,-0.0
Oligodendrocyte,Endothelial,EDN1,ADGRL4,-0.0
Oligodendrocyte,Endothelial,CD40LG,CD9,-0.0
Oligodendrocyte,Astrocyte,EDN1,ADGRL4,-0.0
Oligodendrocyte,Endothelial,CD40LG,CD53,-0.0
Microglia,GABAergic,CCL3,CCR3,-0.0
Microglia,GABAergic,CCL4,CCR3,-0.0
Oligodendrocyte,GABAergic,CCL8,CCR2,-0.0
Oligodendrocyte,Endothelial,CD34,SELL,-0.0
Microglia,Endothelial,PGLYRP1,TREM1,-0.0
Oligodendrocyte,Endothelial,CD177,PECAM1,-0.0
Oligodendrocyte,Endothelial,CCL8,CCR5,-0.0
Oligodendrocyte,Endothelial,CCL8,CCR3,-0.0
Microglia,Endothelial,SCT,RAMP2,-0.0
Oligodendrocyte,Endothelial,CCL8,CCR2,-0.0
Microglia,GABAergic,CCL17,ACKR1,-0.0
Oligodendrocyte,Endothelial,CXCL10,SDC4,-0.0
Oligodendrocyte,GABAergic,CALCB,GPR84,-0.0
Microglia,Endothelial,SCT,GPR84,-0.0
Oligodendrocyte,Endothelial,SELPLG,SELL,-0.0
Microglia,Endothelial,IL6,F3,-0.0
Microglia,Endothelial,IL34,PTPRZ1,-0.0
Microglia,Endothelial,HSPA1A,GRIN2D,-0.0
Oligodendrocyte,GABAergic,APP,FPR2,-0.0
Oligodendrocyte,GABAergic,B2M,KLRC1,-0.0
Oligodendrocyte,GABAergic,B2M,KLRC2,-0.0
Microglia,Endothelial,HP,CD163,-0.0
Oligodendrocyte,Endothelial,TDGF1,ACVR1C,-0.0
Oligodendrocyte,Endothelial,THBS1,SDC4,-0.0
Microglia,Endothelial,PSAP,GPR37,-0.0
Microglia,Endothelial,PROK2,PROKR1,-0.0
Oligodendrocyte,GABAergic,CCL4,CCR3,-0.0
Microglia,Endothelial,CXCL2,XCR1,-0.0
Oligodendrocyte,GABAergic,CCL4,GPR152,-0.0
Microglia,Endothelial,CXCL2,CXCR2,-0.0
Microglia,Endothelial,IL6,MUSK,-0.0
Microglia,Endothelial,ITIH2,FCER1A,-0.0
Microglia,Endothelial,LGALS3,LAG3,-0.0
Microglia,Endothelial,LPL,GPIHBP1,-0.0
Oligodendrocyte,Endothelial,SNCA,LAG3,-0.0
Microglia,Endothelial,SAA1,FPR2,-0.0
Microglia,Endothelial,SAA1,FPR1,-0.0
Microglia,Endothelial,S100A4,CCR5,-0.0
Microglia,Endothelial,RLN3,RAMP2,-0.0
Microglia,Endothelial,RLN3,GPR84,-0.0
Microglia,Endothelial,RIMS1,SLC17A7,-0.0
Oligodendrocyte,GABAergic,ANGPTL4,SDC4,-0.0
Microglia,Endothelial,PTN,PTPRZ1,-0.0
Oligodendrocyte,GABAergic,B2M,KLRD1,-0.0
Oligodendrocyte,Astrocyte,EDN1,EDNRB,-0.0
Oligodendrocyte,GABAergic,ADM,GPR84,-0.0
Microglia,Endothelial,MSMP,CCR2,-0.0
Oligodendrocyte,GABAergic,APOB,LSR,-0.0
Microglia,Endothelial,MFGE8,PDGFRB,-0.0
Oligodendrocyte,GABAergic,APOB,TREM2,-0.0
Oligodendrocyte,Endothelial,XCL1,XCR1,-0.0
Oligodendrocyte,GABAergic,ANXA1,FPR1,-0.0
Oligodendrocyte,Astrocyte,RIMS1,SLC17A7,-0.0
Microglia,GABAergic,PPBP,CXCR1,-0.0
Microglia,Microglia,GAST,CCKBR,-0.0
Microglia,Pericyte,APOB,LSR,-0.0
Astrocyte,Astrocyte,ADM,GPR84,-0.0
Oligodendrocyte,GABAergic,CD40LG,CD53,-0.0
Pericyte,GABAergic,PPBP,CXCR2,-0.0
Pericyte,GABAergic,PPBP,CXCR1,-0.0
Pericyte,GABAergic,PPBP,ACKR1,-0.0
Pericyte,GABAergic,PNOC,OPRL1,-0.0
Pericyte,GABAergic,PF4,ACKR1,-0.0
Pericyte,GABAergic,PENK,OPRL1,-0.0
Pericyte,GABAergic,NTS,NTSR2,-0.0
Pericyte,GABAergic,NPY,NPY5R,-0.0
Microglia,Pericyte,SAA1,FPR1,-0.0
Microglia,Microglia,CXCL9,CCR3,-0.0
Microglia,Microglia,CYTL1,CCR2,-0.0
Microglia,Pericyte,SAA1,FPR2,-0.0
Microglia,Microglia,GZMA,F2RL1,-0.0
Microglia,Microglia,CXCL5,CXCR2,-0.0
Pericyte,GABAergic,CXCL2,XCR1,-0.0
Pericyte,Microglia,CD40LG,CD53,-0.0
Pericyte,Microglia,CD34,SELL,-0.0
Pericyte,Microglia,CD177,PECAM1,-0.0
Pericyte,Microglia,CCL8,CCR5,-0.0
Pericyte,Microglia,CCL8,CCR3,-0.0
Pericyte,Microglia,CXCL10,ACKR1,-0.0
Pericyte,Microglia,CYTL1,CCR2,-0.0
Pericyte,Microglia,CXCL10,CCR3,-0.0
Pericyte,Microglia,CXCL10,SDC4,-0.0
Pericyte,Microglia,CXCL12,AVPR1A,-0.0
Pericyte,Microglia,F10,F3,-0.0
Pericyte,Microglia,EDN1,EDNRB,-0.0
Pericyte,Microglia,EDN1,ADGRL4,-0.0
Pericyte,GABAergic,CXCL1,ACKR1,-0.0
Pericyte,GABAergic,CXCL1,CXCR2,-0.0
Microglia,Microglia,CXCL9,ACKR1,-0.0
Microglia,Microglia,HP,CD163,-0.0
Microglia,Microglia,HP,ASGR1,-0.0
Microglia,Pericyte,RIMS1,SLC17A7,-0.0
Pericyte,GABAergic,HSPA1A,GRIN2D,-0.0
Pericyte,GABAergic,HP,CD163,-0.0
Pericyte,GABAergic,CXCL2,CXCR2,-0.0
Pericyte,GABAergic,CXCL2,CXCR1,-0.0
Pericyte,GABAergic,CXCL2,ACKR1,-0.0
Pericyte,GABAergic,CXCL12,AVPR1A,-0.0
Pericyte,GABAergic,CXCL10,SDC4,-0.0
Pericyte,GABAergic,CXCL10,CCR3,-0.0
Pericyte,GABAergic,SAA1,FPR1,-0.0
Pericyte,GABAergic,SAA1,FPR2,-0.0
Pericyte,GABAergic,SCT,GPR84,-0.0
Pericyte,GABAergic,LPL,GPIHBP1,-0.0
Pericyte,GABAergic,ITIH2,FCER1A,-0.0
Pericyte,GABAergic,IL6,MUSK,-0.0
Pericyte,GABAergic,PPY,NPY5R,-0.0
Pericyte,GABAergic,IL34,PTPRZ1,-0.0
Pericyte,GABAergic,PTN,PTPRZ1,-0.0
Pericyte,GABAergic,RIMS1,SLC17A7,-0.0
Pericyte,GABAergic,RLN3,GPR84,-0.0
Microglia,Pericyte,RLN3,GPR84,-0.0
Microglia,Microglia,HDC,HRH3,-0.0
Microglia,Pericyte,RLN3,RAMP2,-0.0
Microglia,Microglia,IL6,MUSK,-0.0
Microglia,Microglia,EDN1,ADGRL4,-0.0
Microglia,Microglia,GAST,GPR152,-0.0
Microglia,Microglia,FN1,CD79A,-0.0
Pericyte,Microglia,CD40LG,CD9,-0.0
Microglia,Microglia,FGL1,LAG3,-0.0
Microglia,Microglia,F10,F3,-0.0
Microglia,Microglia,EDN1,EDNRB,-0.0
Pericyte,GABAergic,MSMP,CCR2,-0.0
Pericyte,GABAergic,CXCL10,ACKR1,-0.0
Pericyte,GABAergic,MFGE8,PDGFRB,-0.0
Pericyte,GABAergic,S100A4,CCR5,-0.0
Pericyte,GABAergic,RLN3,RAMP2,-0.0
Microglia,Pericyte,S100A4,CCR5,-0.0
Microglia,GABAergic,CALCA,GPR84,-0.0
Pericyte,Microglia,CCL8,CCR2,-0.0
Pericyte,Microglia,CXCL9,ACKR1,-0.0
Pericyte,GABAergic,EDN1,ADGRL4,-0.0
Pericyte,GABAergic,CYTL1,CCR2,-0.0
Pericyte,GABAergic,CXCL9,CCR3,-0.0
Pericyte,GABAergic,CXCL9,ACKR1,-0.0
Pericyte,GABAergic,CXCL5,CXCR2,-0.0
Pericyte,GABAergic,CXCL5,CXCR1,-0.0
Pericyte,GABAergic,CXCL5,ACKR1,-0.0
Pericyte,GABAergic,EDN1,EDNRB,-0.0
Pericyte,GABAergic,CD40LG,CD53,-0.0
Pericyte,Microglia,ADM,RAMP1,-0.0
Pericyte,Microglia,ANXA1,FPR1,-0.0
Pericyte,Microglia,CXCL1,CXCR2,-0.0
Pericyte,Microglia,CXCL1,CXCR1,-0.0
Pericyte,Microglia,CXCL1,ACKR1,-0.0
Pericyte,Microglia,CSF3,CSF1R,-0.0
Pericyte,GABAergic,CXCL3,CXCR1,-0.0
Pericyte,GABAergic,F10,F3,-0.0
Microglia,Oligodendrocyte,FGL1,LAG3,-0.0
Microglia,Oligodendrocyte,CXCL9,ACKR1,-0.0
Microglia,GABAergic,PPBP,CXCR2,-0.0
Oligodendrocyte,Astrocyte,PPBP,CXCR2,-0.0
Oligodendrocyte,Astrocyte,PGLYRP1,TREM1,-0.0
Oligodendrocyte,Astrocyte,PNOC,OPRL1,-0.0
Oligodendrocyte,Astrocyte,PPBP,ACKR1,-0.0
Oligodendrocyte,Astrocyte,PPBP,CXCR1,-0.0
Microglia,GABAergic,RLN3,RAMP2,-0.0
Microglia,GABAergic,RLN3,GPR84,-0.0
Oligodendrocyte,Astrocyte,PPY,NPY5R,-0.0
Microglia,GABAergic,PPY,NPY5R,-0.0
Oligodendrocyte,Astrocyte,PROK2,PROKR1,-0.0
Microglia,GABAergic,RIMS1,SLC17A7,-0.0
Microglia,GABAergic,PTN,PTPRZ1,-0.0
Microglia,GABAergic,PSAP,GPR37,-0.0
Microglia,GABAergic,PROK2,PROKR1,-0.0
Microglia,Oligodendrocyte,PGLYRP1,TREM1,-0.0
Pericyte,GABAergic,FGL1,LAG3,-0.0
Pericyte,Microglia,CAMP,FPR2,-0.0
Pericyte,GABAergic,FN1,CD79A,-0.0
Pericyte,Microglia,CXCL5,CXCR1,-0.0
Pericyte,Microglia,CXCL3,CXCR2,-0.0
Pericyte,Microglia,CXCL3,CXCR1,-0.0
Pericyte,Microglia,CXCL3,ACKR1,-0.0
Pericyte,Microglia,CXCL2,XCR1,-0.0
Pericyte,Microglia,CXCL2,CXCR2,-0.0
Pericyte,Microglia,CXCL2,CXCR1,-0.0
Pericyte,Microglia,CXCL2,ACKR1,-0.0
Pericyte,Microglia,CXCL5,ACKR1,-0.0
Pericyte,Microglia,CCL8,ACKR1,-0.0
Pericyte,Microglia,CCL7,CCR3,-0.0
Pericyte,Microglia,CCL7,CCR2,-0.0
Pericyte,Microglia,CCL11,ACKR1,-0.0
Pericyte,Microglia,CCL1,ACKR1,-0.0
Pericyte,Microglia,CXCL5,CXCR2,-0.0
Pericyte,Microglia,CCL8,CCR1,-0.0
Pericyte,Microglia,CFP,NCR1,-0.0
Pericyte,Microglia,CGA,GPR84,-0.0
Pericyte,Microglia,CGA,RAMP2,-0.0
Pericyte,GABAergic,CSF3,CSF1R,-0.0
Pericyte,GABAergic,CSF2,CSF1R,-0.0
Pericyte,GABAergic,CGA,RAMP2,-0.0
Pericyte,GABAergic,CGA,GPR84,-0.0
Pericyte,GABAergic,CFP,NCR1,-0.0
Pericyte,GABAergic,CD40LG,CD9,-0.0
Pericyte,GABAergic,CXCL1,CXCR1,-0.0
Pericyte,Microglia,CXCL9,CCR3,-0.0
Pericyte,GABAergic,XCL1,XCR1,-0.0
Pericyte,GABAergic,CXCL3,CXCR2,-0.0
Pericyte,GABAergic,HP,ASGR1,-0.0
Pericyte,GABAergic,HDC,HRH3,-0.0
Pericyte,GABAergic,GZMA,F2RL1,-0.0
Pericyte,GABAergic,GAST,GPR152,-0.0
Pericyte,GABAergic,GAST,CCKBR,-0.0
Pericyte,Microglia,CSF2,CSF1R,-0.0
Pericyte,GABAergic,CXCL3,ACKR1,-0.0
Microglia,GABAergic,CXCL10,ACKR1,-0.0
Oligodendrocyte,Endothelial,CYTL1,CCR2,-0.0
Microglia,GABAergic,CCL11,ACKR1,-0.0
Microglia,GABAergic,SNCA,LAG3,-0.0
Microglia,Oligodendrocyte,CALCB,RAMP2,-0.0
Microglia,Oligodendrocyte,CAMP,FPR2,-0.0
Microglia,GABAergic,SCT,RAMP2,-0.0
Microglia,Oligodendrocyte,CAMP,IGF1R,-0.0
Oligodendrocyte,Astrocyte,LPL,GPIHBP1,-0.0
Microglia,Oligodendrocyte,CCL1,ACKR1,-0.0
Microglia,Pericyte,CCL4,CCR3,-0.0
Microglia,GABAergic,SCT,GPR84,-0.0
Oligodendrocyte,Astrocyte,MSMP,CCR2,-0.0
Microglia,Oligodendrocyte,CALCB,GPR84,-0.0
Microglia,Oligodendrocyte,CCL11,ACKR1,-0.0
Microglia,Pericyte,CCL3,CCR5,-0.0
Microglia,Pericyte,CCL3,CCR3,-0.0
Microglia,Microglia,B2M,KLRD1,-0.0
Microglia,Microglia,B2M,KLRC2,-0.0
Microglia,Pericyte,CCL3,CCR1,-0.0
Microglia,Microglia,B2M,KLRC1,-0.0
Microglia,Oligodendrocyte,CCL3,CCR1,-0.0
Microglia,Microglia,TNF,FAS,-0.0
Microglia,Microglia,VWF,SIRPA,-0.0
Microglia,Pericyte,CXCL12,AVPR1A,-0.0
Microglia,Microglia,ANGPTL4,GPIHBP1,-0.0
Microglia,Microglia,ADM,RAMP2,-0.0
Microglia,Microglia,XCL1,XCR1,-0.0
Microglia,Oligodendrocyte,ADM,GPR84,-0.0
Microglia,Pericyte,CCL7,CCR3,-0.0
Microglia,Oligodendrocyte,B2M,KLRC2,-0.0
Microglia,Oligodendrocyte,B2M,KLRD1,-0.0
Microglia,Pericyte,CCL2,CCR3,-0.0
Microglia,Oligodendrocyte,CCL24,CCR2,-0.0
Microglia,Microglia,APP,FPR2,-0.0
Microglia,Pericyte,CXCL2,XCR1,-0.0
Microglia,Oligodendrocyte,CCL24,CCR3,-0.0
Microglia,Oligodendrocyte,CALCB,RAMP1,-0.0
Oligodendrocyte,Astrocyte,CXCL9,CCR3,-0.0
Microglia,GABAergic,SAA1,FPR2,-0.0
Microglia,GABAergic,SAA1,FPR1,-0.0
Microglia,Pericyte,CCL24,CCR2,-0.0
Oligodendrocyte,Endothelial,ANGPTL4,GPIHBP1,-0.0
Microglia,Pericyte,CCL7,CCR1,-0.0
Microglia,GABAergic,F10,F3,-0.0
Microglia,Oligodendrocyte,BMP8A,TGFBR1,-0.0
Microglia,Pericyte,CCL7,ACKR1,-0.0
Microglia,Oligodendrocyte,CALCA,GPR84,-0.0
Microglia,Pericyte,CCL5,SDC4,-0.0
Oligodendrocyte,Endothelial,APOB,TREM2,-0.0
Microglia,Pericyte,CCL5,CCR5,-0.0
Microglia,Pericyte,CCL5,CCR3,-0.0
Microglia,Pericyte,CCL5,CCR1,-0.0
Microglia,Oligodendrocyte,CCL28,CCR3,-0.0
Microglia,GABAergic,EDN1,EDNRB,-0.0
Microglia,Pericyte,CXCL3,ACKR1,-0.0
Oligodendrocyte,Endothelial,ANXA1,FPR1,-0.0
Microglia,GABAergic,VWF,SIRPA,-0.0
Microglia,Pericyte,CCL7,CCR2,-0.0
Oligodendrocyte,Endothelial,CAMP,IGF1R,-0.0
Microglia,Pericyte,CCL28,CCR3,-0.0
Microglia,Pericyte,CCL24,CCR3,-0.0
Oligodendrocyte,Astrocyte,FN1,CD79A,-0.0
Oligodendrocyte,Astrocyte,CXCL2,CXCR1,-0.0
Microglia,Pericyte,CCL4,CCR1,-0.0
Microglia,Pericyte,CCL4,CCR5,-0.0
Oligodendrocyte,Astrocyte,FGL1,LAG3,-0.0
Microglia,Pericyte,CCL4,GPR152,-0.0
Microglia,Pericyte,CCL5,ACKR1,-0.0
Microglia,Oligodendrocyte,CCL3,CCR3,-0.0
Microglia,Pericyte,CCL1,ACKR1,-0.0
Oligodendrocyte,Endothelial,CCL5,ACKR1,-0.0
Microglia,Oligodendrocyte,CCL3,CCR5,-0.0
Oligodendrocyte,Endothelial,CCL1,ACKR1,-0.0
Microglia,Pericyte,CCL2,CCR2,-0.0
Microglia,Pericyte,CCL2,CCR5,-0.0
Microglia,Microglia,TIMP1,CD63,-0.0
Microglia,Microglia,ANGPTL4,SDC4,-0.0
Microglia,Pericyte,CXCL2,ACKR1,-0.0
Oligodendrocyte,Astrocyte,HP,ASGR1,-0.0
Oligodendrocyte,Astrocyte,HDC,HRH3,-0.0
Oligodendrocyte,Endothelial,CCL17,ACKR1,-0.0
Oligodendrocyte,Astrocyte,GZMA,F2RL1,-0.0
Oligodendrocyte,Astrocyte,GAST,GPR152,-0.0
Oligodendrocyte,Astrocyte,GAST,CCKBR,-0.0
Microglia,GABAergic,GZMA,F2RL1,-0.0
Oligodendrocyte,Endothelial,CCL19,CCR7,-0.0
Microglia,Oligodendrocyte,FN1,CD79A,-0.0
Microglia,GABAergic,COL3A1,MAG,-0.0
Oligodendrocyte,Endothelial,CCL11,ACKR1,-0.0
Microglia,GABAergic,CGA,RAMP2,-0.0
Microglia,GABAergic,CSF3,CSF1R,-0.0
Oligodendrocyte,Endothelial,CCL5,SDC4,-0.0
Microglia,GABAergic,TDGF1,ACVR1C,-0.0
Oligodendrocyte,Endothelial,CCL11,CCR5,-0.0
Oligodendrocyte,Astrocyte,IL6,MUSK,-0.0
Oligodendrocyte,Astrocyte,HP,CD163,-0.0
Oligodendrocyte,Astrocyte,IL34,PTPRZ1,-0.0
Microglia,GABAergic,CXCL1,CXCR2,-0.0
Oligodendrocyte,Astrocyte,CYTL1,CCR2,-0.0
Microglia,GABAergic,CCL5,CCR1,-0.0
Microglia,GABAergic,CXCL1,CXCR1,-0.0
Microglia,GABAergic,CXCL1,ACKR1,-0.0
Oligodendrocyte,Endothelial,CCL11,CCR2,-0.0
Microglia,GABAergic,CGA,GPR84,-0.0
Oligodendrocyte,Endothelial,CCL2,CCR2,-0.0
Microglia,GABAergic,THBS1,SDC4,-0.0
Oligodendrocyte,Endothelial,CALCB,RAMP1,-0.0
