isp_index,cell_type,condition,glutathione_metabolism,fatty_acid_elongation,iron_metabolism
-0.5273386104362704,Endothelial,Sham,-0.2108433734939759,-0.06451612903225806,4.0600000000000005
-0.8620330838318976,Endothelial,Sham,0.06827309236947787,-0.04032258064516129,0.21599999999999997
-0.6486246173847583,Endothelial,Sham,0.21485943775100402,0.11827956989247311,2.096
-0.9516263792576637,Endothelial,Sham,-0.15461847389558234,-0.03225806451612903,0.692
-0.7994346840622936,Endothelial,Sham,0.052208835341365445,-0.028225806451612902,0.708
-0.37171437867558466,Endothelial,Sham,0.40160642570281124,-0.06854838709677419,2.8840000000000003
-0.523560666741496,Endothelial,Sham,0.49598393574297195,-0.028225806451612902,0.828
-0.6238615831804839,Endothelial,Sham,-0.02008032128514059,-0.028225806451612902,2.736
-0.3845741518031263,Endothelial,Sham,0.2409638554216867,-0.05241935483870968,3.0
-0.575584294393824,Endothelial,Sham,0.3293172690763052,-0.04838709677419355,-0.09599999999999997
-0.8158548076011795,Microglia,Sham,0.11646586345381524,0.09408602150537633,0.656
-0.5459589905979376,Endothelial,Sham,-0.3112449799196787,-0.06854838709677419,1.1760000000000002
-1.3965051509690238,GABAergic,Sham,-0.3955823293172691,-0.05241935483870968,4.548
-1.4140210048290383,Astrocyte,Sham,1.1887550200803214,0.1801075268817204,1.084
-0.6700398594112019,Endothelial,Sham,0.10642570281124497,-0.05241935483870968,1.6360000000000001
-0.7781522909317958,Endothelial,Sham,-0.012048192771084376,-0.03225806451612903,0.516
-0.00015214379369290863,Microglia,Sham,-0.46184738955823296,-0.10080645161290322,9.368
-0.7265272099673047,Microglia,Sham,0.13855421686746988,-0.056451612903225805,1.004
-0.28801957422980673,Pericyte,Sham,0.2771084337349397,-0.06854838709677419,2.644
0.25945072596233776,Endothelial,Sham,0.9718875502008033,0.2325268817204301,3.476
