protein_A,protein_B,score
BRCA2,CHEK1,0
BRCA2,ATR,0
ATR,BRCA2,0
CDKN2A,BRCA2,0
ATG5,ATM,0
ATF4,ATG5,0
HDAC3,CCND1,0
CXCL10,FN1,0
CDKN2A,E2F2,0
E2F2,CDKN2B,0
CDKN2B,E2F2,0
IFNG,CXCL10,0
CXCL10,IFNG,0
ICAM1,CXCL10,0
CXCL10,ICAM1,0
FN1,CXCL10,0
CXCL10,CD74,0
ATM,E2F2,0
CD74,CXCL10,0
HMGB1,CXCL10,0
CXCL10,HMGB1,0
CDO1,CBS,0
CBS,CDO1,0
HERC2,FBXL5,0
FBXL5,HERC2,0
FTH1,FBXL5,0
E2F2,CDKN2A,0
E2F2,ATM,0
ATG5,ATF4,0
CDK6,E2F2,0
E2F1,E2F2,0
E2F3,E2F2,0
E2F2,E2F3,0
E2F2,CCNE1,0
CCNE1,E2F2,0
E2F2,CCND1,0
CCND1,E2F2,0
E2F2,CDK6,0
E2F2,CDKN1A,0
CCNB1,E2F2,0
CDKN1A,E2F2,0
E2F2,CDKN1B,0
CDKN1B,E2F2,0
HDAC1,E2F2,0
E2F2,HDAC1,0
FOXO3,E2F2,0
E2F2,FOXO3,0
E2F2,CCNB1,0
FBXL5,FTH1,0
FBXL5,CHEK1,0
CHEK1,FBXL5,0
CREB1,ATG5,0
ATG7,ATG5,0
ATG5,ATG7,0
BECN1,ATG5,0
ATG5,BECN1,0
BNIP3,ATG5,0
ATG5,BNIP3,0
FOXO3,ATG5,0
ATG5,FOXO3,0
ATG5,CREB1,0
FBXL5,CCNB1,0
FOXO1,ATG5,0
ATG5,FOXO1,0
HSP90AA1,ATG5,0
ATG5,HSP90AA1,0
IFNG,ATG5,0
ATG5,IFNG,0
HMGB1,ATG5,0
ATG5,HMGB1,0
ACSL3,GPX4,0
GPX4,ACSL3,0
E2F1,FANCD2,0
FANCD2,E2F1,0
CCNB1,FBXL5,0
FANCD2,ATM,0
ATM,FANCD2,0
H2AX,FANCD2,0
FANCD2,H2AX,0
FOXO3,FANCD2,0
FANCD2,FOXO3,0
FANCD2,ATR,0
ATR,FANCD2,0
FANCD2,CHEK1,0
CHEK1,FANCD2,0
FANCD2,BLM,0
BLM,FANCD2,0
FANCD2,CHEK2,0
CHEK2,FANCD2,0
FANCD2,CCNB1,0
CCNB1,FANCD2,0
FOXO3,HDAC3,0
CCND1,HDAC3,0
DPP4,HSPA5,0
CDKN2A,CCNA2,0
H2AX,CCNA2,0
CCNA2,H2AX,0
HDAC1,CCNA2,0
CCNA2,HDAC1,0
CCND1,CCNA2,0
CCNA2,CCND1,0
FANCD2,CCNA2,0
CCNA2,FANCD2,0
CCNA2,CDKN2A,0
CHEK2,CCNA2,0
CREB1,CCNA2,0
CCNA2,CREB1,0
FOXO3,CCNA2,0
CCNA2,FOXO3,0
CDKN2B,CCNA2,0
CCNA2,CDKN2B,0
CCNA2,ATF2,0
ATF2,CCNA2,0
CCNA2,CHEK2,0
BRCA2,CCNA2,0
E2F1,CCNA2,0
E2F2,CCNA2,0
CDKN1B,CCNA2,0
CCNA2,CDKN1B,0
CDK6,CCNA2,0
CCNA2,CDK6,0
CDKN1A,CCNA2,0
CCNA2,CDKN1A,0
CCNE1,CCNA2,0
CCNA2,CCNE1,0
CCNA2,E2F2,0
CCNA2,BRCA2,0
E2F3,CCNA2,0
CCNA2,E2F3,0
CCNB1,CCNA2,0
CCNA2,CCNB1,0
CHEK1,CCNA2,0
CCNA2,CHEK1,0
CCNA2,ATM,0
ATM,CCNA2,0
EP300,CCNA2,0
CCNA2,EP300,0
GADD45A,CCNA2,0
ATG5,HSPA5,0
GPX4,HSPA5,0
HSPA5,ATF4,0
ATF4,HSPA5,0
HSPA5,BECN1,0
BECN1,HSPA5,0
HSPA5,CRYAB,0
CRYAB,HSPA5,0
HSPA5,ATG5,0
HSPA5,CREB1,0
CCNA2,GADD45A,0
CREB1,HSPA5,0
HSPA5,ACSL4,0
ACSL4,HSPA5,0
HSPA5,ATF2,0
ATF2,HSPA5,0
HSPA5,ATG7,0
ATG7,HSPA5,0
HSPA5,DPP4,0
HSPA5,GPX4,0
HSP90AA1,HSPA5,0
HSPA5,HSP90AA1,0
EIF2AK3,HSPA5,0
HMGA2,CCNA2,0
CCNA2,HMGA2,0
HSP90AA1,CCNA2,0
CCNA2,HSP90AA1,0
FN1,CCNA2,0
CCNA2,FN1,0
FABP5,ACSL3,0
ACSL3,FABP5,0
GPX4,CHAC1,0
CHAC1,GPX4,0
CHAC1,ATF4,0
ATF4,CHAC1,0
GSS,CHAC1,0
CHAC1,GSS,0
CHAC1,ACSL4,0
ACSL4,CHAC1,0
HSPA5,EIF2AK3,0
CCNA2,E2F1,0
EIF2A,EIF2AK3,0
HDAC3,EP300,0
CCND1,EIF2AK3,0
CBS,EIF2AK3,0
EIF2AK3,CDKN1B,0
CDKN1B,EIF2AK3,0
EIF2AK3,BECN1,0
BECN1,EIF2AK3,0
EIF2AK3,ATG5,0
ATG5,EIF2AK3,0
EIF2AK3,CCND1,0
HSP90AA1,EIF2AK3,0
CREB1,EIF2AK3,0
EIF2AK3,HSP90AA1,0
EIF2AK3,CDKN1A,0
CDKN1A,EIF2AK3,0
GPX4,ACSL4,0
ACSL4,GPX4,0
ACSL4,ACSL3,0
ACSL3,ACSL4,0
FTH1,ACSL4,0
EIF2AK3,CBS,0
EIF2AK3,CREB1,0
EIF2AK3,EIF2A,0
GCLC,GPX4,0
EP300,HDAC3,0
HDAC3,H2AX,0
H2AX,HDAC3,0
GSS,GCLC,0
GCLC,GSS,0
GCLC,CDO1,0
CDO1,GCLC,0
GPX4,GCLC,0
GCLC,CBS,0
ATF4,EIF2AK3,0
CBS,GCLC,0
GCLC,FTH1,0
FTH1,GCLC,0
GCLC,BECN1,0
BECN1,GCLC,0
GCLC,ABCC1,0
ABCC1,GCLC,0
EIF2AK3,ATF4,0
ACSL4,FTH1,0
GABARAPL1,ATG7,0
ATG7,GABARAPL1,0
GCLM,CDO1,0
DPP4,CD38,0
CD38,DPP4,0
FN1,CD38,0
CD38,FN1,0
GCLM,GCLC,0
GCLC,GCLM,0
GSS,GCLM,0
GCLM,GSS,0
CDO1,GCLM,0
GABARAPL1,ATG5,0
GPX4,GCLM,0
GCLM,GPX4,0
GCLM,FTH1,0
FTH1,GCLM,0
GCLM,CBS,0
CBS,GCLM,0
EIF2A,ATF4,0
ATF4,EIF2A,0
CD38,ICAM1,0
ICAM1,CD38,0
CD38,CXCL10,0
CXCL10,CD38,0
ATG5,GABARAPL1,0
GABARAPL1,BECN1,0
BECN1,GABARAPL1,0
GABARAPL1,BNIP3,0
BNIP3,GABARAPL1,0
GABARAPL1,FOXO3,0
FOXO3,GABARAPL1,0
GABARAPL1,FOXO1,0
FOXO1,GABARAPL1,0
COL3A1,COL1A2,0
COL1A2,COL3A1,0
FN1,COL1A2,0
COL1A2,FN1,0
IFNG,CD38,0
CD38,IFNG,0
CD74,CD38,0
CD38,CD74,0
FOXO3,HIF1A,0
HSP90AA1,HIF1A,0
HIF1A,HSP90AA1,0
BRD4,HIF1A,0
ATM,BRD4,0
CDKN2A,BRD4,0
BRD4,CDKN2A,0
CHEK1,BRD4,0
BRD4,CHEK1,0
CDK2,BRD4,0
BRD4,CDK2,0
HIF1A,BRD4,0
HSP90AA1,AKT1,0
BRCA1,BRD4,0
AKT1,HSP90AA1,0
FOXO1,AKT1,0
AKT1,FOXO1,0
FOXO3,AKT1,0
AKT1,FOXO3,0
CDKN1B,AKT1,0
AKT1,CDKN1B,0
BRCA1,AKT1,0
BRD4,ATM,0
BRD4,BRCA1,0
BRD4,FOXO1,0
BRD4,CDK6,0
BRD4,CREBBP,0
H2AX,BRD4,0
BRD4,H2AX,0
HDAC2,BRD4,0
BRD4,HDAC2,0
CREB1,BRD4,0
BRD4,CREB1,0
CDK6,BRD4,0
CDK4,BRD4,0
BRD4,E2F2,0
BRD4,CDK4,0
CCND1,BRD4,0
BRD4,CCND1,0
E2F3,BRD4,0
BRD4,E2F3,0
HSP90AA1,BRD4,0
BRD4,HSP90AA1,0
E2F2,BRD4,0
AKT1,BRCA1,0
FOXO4,AKT1,0
AKT1,FOXO4,0
ATG5,AKT1,0
CREBBP,AKT1,0
AKT1,CREBBP,0
FN1,AKT1,0
AKT1,FN1,0
HDAC1,AKT1,0
AKT1,HDAC1,0
IFNG,AKT1,0
AKT1,IFNG,0
AKT1,ATG5,0
CDKN1A,AKT1,0
ATG7,AKT1,0
AKT1,ATG7,0
ATM,AKT1,0
AKT1,ATM,0
FOS,AKT1,0
AKT1,FOS,0
CCNE1,AKT1,0
AKT1,CCNE1,0
AKT1,HMOX1,0
HMOX1,AKT1,0
AKT1,ATF2,0
ATF2,AKT1,0
AKT1,CDKN1A,0
HSPB1,AKT1,0
AKT1,HSPB1,0
CREB1,AKT1,0
AKT1,CREB1,0
HSPA5,AKT1,0
AKT1,HSPA5,0
HIF1A,AKT1,0
AKT1,HIF1A,0
CCND1,AKT1,0
AKT1,CCND1,0
EP300,AKT1,0
AKT1,EP300,0
BECN1,AKT1,0
AKT1,BECN1,0
ATF4,AKT1,0
AKT1,ATF4,0
CREBBP,BRD4,0
FOXO1,BRD4,0
ADIPOQ,AKT1,0
HMOX1,CDKN1A,0
HMOX1,ATG5,0
ATG5,HMOX1,0
HMOX1,FOS,0
FOS,HMOX1,0
HSP90AA1,HMOX1,0
HMOX1,HSP90AA1,0
HMOX1,CXCL10,0
CXCL10,HMOX1,0
CDKN1A,HMOX1,0
HMOX1,GADD45A,0
HMOX1,ATG7,0
ATG7,HMOX1,0
HMOX1,ACSL4,0
ACSL4,HMOX1,0
HMOX1,H2AX,0
H2AX,HMOX1,0
HSPB1,HSP90AA1,0
HSP90AA1,HSPB1,0
GADD45A,HMOX1,0
FOXO1,HMOX1,0
BRD4,FOXO3,0
HMOX1,FN1,0
HMOX1,CREB1,0
CREB1,HMOX1,0
HMOX1,ADIPOQ,0
ADIPOQ,HMOX1,0
HMOX1,ATF4,0
ATF4,HMOX1,0
HMOX1,ALOX15,0
ALOX15,HMOX1,0
FN1,HMOX1,0
HMOX1,FOXO1,0
HMOX1,FOXO3,0
FOXO3,HMOX1,0
HMOX1,DDIT3,0
DDIT3,HMOX1,0
HMOX1,ATF3,0
ATF3,HMOX1,0
HMOX1,CCND1,0
CCND1,HMOX1,0
HSPB1,CRYAB,0
CRYAB,HSPB1,0
HSPD1,HSPB1,0
CD74,GDF15,0
ATF3,GDF15,0
HSPB1,GDF15,0
GDF15,HSPB1,0
GDF15,CDKN1A,0
CDKN1A,GDF15,0
GDF15,GADD45A,0
GADD45A,GDF15,0
GDF15,CD74,0
IGFBP3,GDF15,0
HSPB1,HSPD1,0
GDF15,IGFBP3,0
EP300,BRD4,0
BRD4,EP300,0
HDAC1,BRD4,0
BRD4,HDAC1,0
E2F1,BRD4,0
BRD4,E2F1,0
FOXO3,BRD4,0
GDF15,ATF3,0
ATF2,HSPB1,0
HSPB1,ATF2,0
CCND1,HSPB1,0
HSPB1,HSPA5,0
HSPA5,HSPB1,0
HSPB1,ATM,0
ATM,HSPB1,0
HSPB1,HMOX1,0
HMOX1,HSPB1,0
HSPB1,BECN1,0
BECN1,HSPB1,0
HSPB1,CREB1,0
CREB1,HSPB1,0
HSPB1,ATF3,0
ATF3,HSPB1,0
HSPB1,CDKN1A,0
CDKN1A,HSPB1,0
HSPB1,HIF1A,0
HIF1A,HSPB1,0
HSPB1,CCND1,0
AKT1,ADIPOQ,0
CDKN2A,AKT1,0
HIF1A,HDAC1,0
CCL2,ICAM1,0
ALOX12,ALOX15,0
GPX4,ALOX12,0
ALOX12,GPX4,0
ALOX12,ACSL4,0
ACSL4,ALOX12,0
CXCL10,CCL2,0
CCL2,CXCL10,0
ICAM1,CCL2,0
IFNG,CCL2,0
ALOX12,ALOX5,0
CCL2,IFNG,0
FN1,CCL2,0
CCL2,FN1,0
CCL2,ADIPOQ,0
ADIPOQ,CCL2,0
CCL2,ATF3,0
ATF3,CCL2,0
CCL2,AKT1,0
ALOX15,ALOX12,0
ALOX5,ALOX12,0
COL1A1,FN1,0
CDKN1A,COL1A1,0
AKT1,COL1A1,0
IGFBP3,COL1A1,0
COL1A1,IGFBP3,0
FOS,COL1A1,0
COL1A1,FOS,0
CXCL10,COL1A1,0
COL1A1,CXCL10,0
COL1A1,CDKN1A,0
IGFBP5,COL1A1,0
CCND1,COL1A1,0
COL1A1,IGFBP5,0
HIF1A,COL1A1,0
COL1A1,HIF1A,0
IFNG,COL1A1,0
COL1A1,IFNG,0
COL1A1,CDKN2A,0
CDKN2A,COL1A1,0
COL1A1,CCND1,0
AKT1,CCL2,0
HIF1A,CCL2,0
CCL2,HIF1A,0
CD38,CCL2,0
COL1A2,CCL2,0
CCL2,COL1A2,0
CDKN1A,CCL2,0
CCL2,CDKN1A,0
CDKN2A,CCL2,0
CCL2,CDKN2A,0
HSPA5,CCL2,0
CCL2,HSPA5,0
CCL2,CD38,0
HMOX1,CCL2,0
IGFBP3,CCL2,0
CCL2,IGFBP3,0
DDIT3,CCL2,0
CCL2,DDIT3,0
FOXO1,CCL2,0
CCL2,FOXO1,0
CCL2,ALOX15,0
ALOX15,CCL2,0
CCL2,GDF15,0
GDF15,CCL2,0
CCL2,GADD45B,0
GADD45B,CCL2,0
CCL2,HMOX1,0
DPP4,CCL2,0
CCL2,DPP4,0
HMGB1,CCL2,0
CCL2,HMGB1,0
COL1A1,CCL2,0
CCL2,COL1A1,0
FOS,CCL2,0
CCL2,FOS,0
COL3A1,CCL2,0
CCL2,COL3A1,0
CCND1,CCL2,0
CCL2,CCND1,0
CD74,CCL2,0
CCL2,CD74,0
CREB1,CCL2,0
CCL2,CREB1,0
COL1A1,AKT1,0
FN1,COL1A1,0
AKT1,CDKN2A,0
ATF3,AKT1,0
BRCA2,AKT1,0
AKT1,BRCA2,0
DPP4,AKT1,0
AKT1,DPP4,0
CXCL10,AKT1,0
AKT1,CXCL10,0
ATG3,AKT1,0
AKT1,ATG3,0
AKT1,ATF3,0
HDAC2,AKT1,0
CHEK2,AKT1,0
AKT1,CHEK2,0
DDIT3,AKT1,0
AKT1,DDIT3,0
COL1A2,AKT1,0
AKT1,COL1A2,0
CDKN2B,AKT1,0
AKT1,CDKN2B,0
AKT1,HDAC2,0
AKT1,CDK4,0
COL1A1,COL3A1,0
E2F1,AKT1,0
IGFBP3,AKT1,0
AKT1,IGFBP3,0
CCNB1,AKT1,0
AKT1,CCNB1,0
CCNA2,AKT1,0
AKT1,CCNA2,0
ICAM1,AKT1,0
AKT1,ICAM1,0
AKT1,E2F1,0
CDK4,AKT1,0
H2AX,AKT1,0
AKT1,H2AX,0
CD38,AKT1,0
AKT1,CD38,0
HMGB1,AKT1,0
AKT1,HMGB1,0
BNIP3,AKT1,0
AKT1,BNIP3,0
E2F3,AKT1,0
AKT1,E2F3,0
BRD4,AKT1,0
AKT1,BNIP3L,0
AKT1,GPX4,0
CD74,AKT1,0
AKT1,CD74,0
HSPD1,AKT1,0
AKT1,HSPD1,0
GCLM,AKT1,0
AKT1,GCLM,0
BNIP3L,AKT1,0
GABARAP,AKT1,0
AKT1,BRD4,0
AKT1,GABARAP,0
ATR,AKT1,0
AKT1,ATR,0
COL3A1,AKT1,0
AKT1,COL3A1,0
COL1A2,COL1A1,0
COL1A1,COL1A2,0
COL3A1,COL1A1,0
GPX4,AKT1,0
AKT1,IGFBP5,0
IGFBP5,AKT1,0
AKT1,E2F2,0
FABP5,AKT1,0
AKT1,FABP5,0
AKT1,ABCC1,0
ABCC1,AKT1,0
GCLC,AKT1,0
AKT1,GCLC,0
GDF15,AKT1,0
AKT1,GDF15,0
CBS,AKT1,0
AKT1,CBS,0
GADD45A,AKT1,0
AKT1,GADD45A,0
HDAC3,AKT1,0
AKT1,HDAC3,0
HMGA2,AKT1,0
AKT1,HMGA2,0
E2F2,AKT1,0
BECN1,HMOX1,0
HMOX1,BECN1,0
HMGB1,HMOX1,0
HDAC2,E2F1,0
HDAC2,FOXO1,0
FOXO1,HDAC2,0
HDAC2,CREB1,0
CREB1,HDAC2,0
HIF1A,HDAC2,0
HDAC2,HIF1A,0
HSP90AA1,HDAC2,0
HDAC2,HSP90AA1,0
E2F1,HDAC2,0
HDAC2,FOS,0
HDAC2,CDKN1A,0
CDKN1A,HDAC2,0
HDAC2,ATR,0
ATR,HDAC2,0
HDAC2,CCND1,0
CCND1,HDAC2,0
HDAC2,ATM,0
ATM,HDAC2,0
FOS,HDAC2,0
BAP1,HDAC2,0
IGFBP3,CCND1,0
HDAC3,HDAC2,0
IGFBP3,CDKN1A,0
CDKN1A,IGFBP3,0
IGFBP3,HIF1A,0
HIF1A,IGFBP3,0
IGFBP3,GADD45A,0
GADD45A,IGFBP3,0
HDAC2,HDAC1,0
HDAC1,HDAC2,0
HDAC2,HDAC3,0
HDAC2,BAP1,0
HDAC2,FOXO3,0
FOXO3,HDAC2,0
HDAC2,EP300,0
EP300,HDAC2,0
HDAC2,CREBBP,0
CREBBP,HDAC2,0
HDAC2,H2AX,0
H2AX,HDAC2,0
HDAC2,ATF3,0
ATF3,HDAC2,0
HDAC2,CDK2,0
ATG5,GABARAP,0
BNIP3,GABARAP,0
GABARAP,BNIP3L,0
BNIP3L,GABARAP,0
GABARAP,ATG7,0
ATG7,GABARAP,0
GABARAP,ATG3,0
ATG3,GABARAP,0
GABARAP,ATG5,0
GABARAPL1,GABARAP,0
CDK2,HDAC2,0
GABARAP,GABARAPL1,0
GABARAP,BECN1,0
BECN1,GABARAP,0
HMGB1,GABARAP,0
GABARAP,HMGB1,0
GABARAP,FOXO3,0
FOXO3,GABARAP,0
BRCA1,ATM,0
GABARAP,BNIP3,0
ALOX15,IFNG,0
IFNG,ALOX15,0
ACSL4,ALOX15,0
HDAC2,CDKN2A,0
CDKN2A,HDAC2,0
HMGA2,HDAC2,0
HDAC2,HMGA2,0
HDAC2,DDIT3,0
DDIT3,HDAC2,0
IFNG,HDAC2,0
HDAC2,IFNG,0
HDAC2,CCNA2,0
CCNA2,HDAC2,0
HDAC2,CDKN1B,0
CDKN1B,HDAC2,0
ALOX5,ALOX15,0
ALOX15,ALOX5,0
GPX4,ALOX15,0
ALOX15,GPX4,0
ALOX15,ACSL4,0
CCND1,IGFBP3,0
CXCL10,IGFBP3,0
HMOX1,HMGB1,0
ATG5,HIF1A,0
E2F1,HIF1A,0
HIF1A,CDKN1A,0
CDKN1A,HIF1A,0
HIF1A,ATF4,0
ATF4,HIF1A,0
HIF1A,ATM,0
ATM,HIF1A,0
HIF1A,ATG5,0
HIF1A,CDK2,0
CDKN2A,HIF1A,0
CDK2,HIF1A,0
HSPA5,HIF1A,0
HIF1A,HSPA5,0
HIF1A,FOS,0
FOS,HIF1A,0
HIF1A,ATG7,0
ATG7,HIF1A,0
HMGB1,HIF1A,0
HIF1A,E2F1,0
HIF1A,CDKN2A,0
IGFBP3,CXCL10,0
CCND1,HIF1A,0
HDAC1,HIF1A,0
HIF1A,FOXO1,0
FOXO1,HIF1A,0
HIF1A,CREB1,0
CREB1,HIF1A,0
HIF1A,BNIP3,0
BNIP3,HIF1A,0
HIF1A,CCND1,0
IFNG,HIF1A,0
HIF1A,ICAM1,0
HIF1A,IFNG,0
HIF1A,FN1,0
FN1,HIF1A,0
HIF1A,BNIP3L,0
BNIP3L,HIF1A,0
HIF1A,BECN1,0
BECN1,HIF1A,0
ICAM1,HIF1A,0
HIF1A,HMGB1,0
HIF1A,CDKN2B,0
CDKN2B,HIF1A,0
HIF1A,CD38,0
HIF1A,GPX4,0
GPX4,HIF1A,0
HIF1A,DDIT3,0
DDIT3,HIF1A,0
HIF1A,CHEK1,0
CHEK1,HIF1A,0
HIF1A,ABCC1,0
ABCC1,HIF1A,0
CD38,HIF1A,0
HIF1A,CDKN1B,0
IGFBP5,IGFBP3,0
IGFBP3,IGFBP5,0
IGFBP3,FN1,0
FN1,IGFBP3,0
IGFBP3,HSPA5,0
HSPA5,IGFBP3,0
IGFBP3,ADIPOQ,0
ADIPOQ,IGFBP3,0
CCNA2,HIF1A,0
HIF1A,CCNA2,0
FOXO4,HIF1A,0
HIF1A,FOXO4,0
CDKN1B,HIF1A,0
HIF1A,CXCL10,0
CXCL10,HIF1A,0
HIF1A,ADIPOQ,0
ADIPOQ,HIF1A,0
HIF1A,CCNE1,0
CCNE1,HIF1A,0
HIF1A,CDK6,0
CDK6,HIF1A,0
HIF1A,H2AX,0
H2AX,HIF1A,0
HIF1A,ATF3,0
ATF3,HIF1A,0
HIF1A,HDAC3,0
HDAC3,HIF1A,0
HIF1A,CCNB1,0
CCNB1,HIF1A,0
ATM,BRCA1,0
BRCA2,BRCA1,0
BRCA1,BRCA2,0
ATR,CDK4,0
BRCA2,CDK4,0
E2F3,CDK4,0
CDK4,E2F3,0
E2F2,CDK4,0
CDK4,E2F2,0
CHEK1,CDK4,0
CDK4,CHEK1,0
CDK4,ATR,0
HDAC1,CDK4,0
CDK4,H2AX,0
CDK4,HDAC1,0
HIF1A,CDK4,0
CDK4,HIF1A,0
CDK4,BLM,0
BLM,CDK4,0
GADD45A,CDK4,0
CDK4,GADD45A,0
CHEK2,CDK4,0
CDK4,BRCA2,0
H2AX,CDK4,0
FANCD2,BRCA1,0
CDK4,CDKN2A,0
CCNA2,CDK4,0
CDK4,CCNE1,0
CCNE1,CDK4,0
CDK6,CDK4,0
CDK4,CDK6,0
CDK4,CDK2,0
CDK2,CDK4,0
CDKN2A,CDK4,0
HSP90AA1,CDK4,0
ATM,CDK4,0
CDK4,HSP90AA1,0
CDK4,BRCA1,0
BRCA1,CDK4,0
E2F1,CDK4,0
CDK4,E2F1,0
CDK4,CCNB1,0
CCNB1,CDK4,0
CDK4,ATM,0
CDK4,CHEK2,0
FOXO3,CDK4,0
CDK4,FOXO3,0
HMOX1,HIF1A,0
HMOX1,GCLC,0
GCLC,HMOX1,0
HMOX1,GCLM,0
GCLM,HMOX1,0
HMOX1,GPX4,0
GPX4,HMOX1,0
HMOX1,FTH1,0
FTH1,HMOX1,0
HIF1A,HMOX1,0
FOXO1,CDK4,0
ICAM1,HMOX1,0
HMOX1,ICAM1,0
IFNG,HMOX1,0
HMOX1,IFNG,0
HSPA5,HMOX1,0
HMOX1,HSPA5,0
HMOX1,CBS,0
CBS,HMOX1,0
CDK4,HMGB1,0
HMGB1,CDK4,0
CDK4,CREB1,0
CREB1,CDK4,0
CDK4,FOXO1,0
CREBBP,CDK4,0
CDK4,CREBBP,0
HMGA2,CDK4,0
CDK4,HMGA2,0
HDAC2,CDK4,0
CDK4,HDAC2,0
FOS,CDK4,0
CDK4,FOS,0
EP300,CDK4,0
CDK4,EP300,0
HSPA5,CDK4,0
CDK4,HSPA5,0
FN1,CDK4,0
CDK4,FN1,0
CDK4,BECN1,0
BECN1,CDK4,0
CDK4,CCNA2,0
CDK4,CDKN1B,0
CDKN1B,CDK4,0
HERC2,BRCA1,0
CCNA2,BRCA1,0
BRCA1,CCNA2,0
HDAC2,BRCA1,0
BRCA1,HDAC2,0
E2F1,BRCA1,0
BRCA1,E2F1,0
CCND1,BRCA1,0
BRCA1,CCND1,0
BRCA1,HERC2,0
BRCA1,CDKN2A,0
CCNB1,BRCA1,0
BRCA1,CCNB1,0
CDKN1A,BRCA1,0
BRCA1,CDKN1A,0
CCNE1,BRCA1,0
BRCA1,CCNE1,0
HSP90AA1,BRCA1,0
BRCA1,HSP90AA1,0
BRCA1,HDAC1,0
HDAC1,BRCA1,0
BRCA1,CDK2,0
CDK2,BRCA1,0
BRCA1,FANCD2,0
H2AX,BRCA1,0
BRCA1,H2AX,0
CHEK2,BRCA1,0
BRCA1,CHEK2,0
BRCA1,ATR,0
ATR,BRCA1,0
CHEK1,BRCA1,0
BRCA1,CHEK1,0
BRCA1,BAP1,0
BAP1,BRCA1,0
CREBBP,BRCA1,0
BRCA1,CREBBP,0
EP300,BRCA1,0
BRCA1,EP300,0
BRCA1,BLM,0
BLM,BRCA1,0
CDKN2A,BRCA1,0
FOXO3,BRCA1,0
CCND1,CDK4,0
CDKN1A,GADD45B,0
ATF2,BRCA1,0
CREB1,BRCA1,0
BRCA1,CREB1,0
GADD45B,CCNB1,0
CCNB1,GADD45B,0
GADD45B,GADD45A,0
GADD45A,GADD45B,0
GADD45B,CDKN1A,0
GADD45B,ATF3,0
BRCA1,FOXO3,0
ATF3,GADD45B,0
GADD45B,FOS,0
FOS,GADD45B,0
CDKN2B,CDK4,0
CDK4,CDKN2B,0
CDKN1A,CDK4,0
CDK4,CDKN1A,0
CDK4,CCND1,0
BRCA1,ATF2,0
BECN1,BRCA1,0
BRCA1,BECN1,0
BRCA1,FOS,0
FOXO1,BRCA1,0
BRCA1,FOXO1,0
CDK6,BRCA1,0
BRCA1,CDK6,0
GADD45A,BRCA1,0
BRCA1,GADD45A,0
HIF1A,BRCA1,0
BRCA1,HIF1A,0
CDKN1B,BRCA1,0
BRCA1,CDKN1B,0
CDKN2B,BRCA1,0
BRCA1,CDKN2B,0
E2F2,BRCA1,0
BRCA1,E2F2,0
E2F3,BRCA1,0
BRCA1,E2F3,0
FOS,BRCA1,0
E2F2,E2F1,0
H2AX,BECN1,0
MMP3,MYC,0
PTEN,TSC2,0
IL18,MMP13,0
SNAI1,MMP13,0
MMP13,SNAI1,0
PTEN,MDM2,0
MDM2,PTEN,0
PTEN,MTOR,0
MTOR,PTEN,0
TSC2,PTEN,0
STAT3,PTEN,0
MMP13,SIRT1,0
PTEN,STAT3,0
RPS6KB1,PTEN,0
PTEN,RPS6KB1,0
PTEN,MYC,0
MYC,PTEN,0
SIRT1,PTEN,0
PTEN,SIRT1,0
TSC1,PTEN,0
MMP13,IL18,0
SIRT1,MMP13,0
IL1A,MMP13,0
MMP13,SERPINE1,0
MMP13,MMP9,0
MMP13,IL10,0
IL10,MMP13,0
STAT1,MMP13,0
MMP13,STAT1,0
VEGFA,MMP13,0
MMP13,VEGFA,0
SERPINE1,MMP13,0
RELA,MMP13,0
MMP13,MMP2,0
MMP13,RELA,0
MMP13,MAPK3,0
MAPK3,MMP13,0
TLR4,MMP13,0
MMP13,TLR4,0
VCAM1,MMP13,0
MMP13,VCAM1,0
MMP2,MMP13,0
PTEN,TSC1,0
PTEN,MAPK3,0
MAPK3,PTEN,0
PTEN,MAPK1,0
PTEN,MMP9,0
MMP9,PTEN,0
PTEN,IL1B,0
IL1B,PTEN,0
PTEN,MAPK8,0
MAPK8,PTEN,0
PTEN,NFE2L2,0
NFE2L2,PTEN,0
MAPK1,PTEN,0
PTEN,JUN,0
PTGS2,PTEN,0
PTEN,PTGS2,0
PTEN,KEAP1,0
KEAP1,PTEN,0
TLR4,PTEN,0
PTEN,TLR4,0
PTEN,MMP2,0
MMP2,PTEN,0
JAK2,PTEN,0
PTEN,JAK2,0
PTEN,VEGFA,0
VEGFA,PTEN,0
JUN,PTEN,0
PTEN,PARP1,0
PARP1,PTEN,0
TERT,PTEN,0
PTEN,TERT,0
SNAI1,PTEN,0
PTEN,SNAI1,0
PTEN,IL10,0
IL10,PTEN,0
PTEN,IL6,0
IL6,PTEN,0
RB1,PTEN,0
PTEN,RB1,0
PTEN,MDM4,0
MDM4,PTEN,0
TNF,PTEN,0
PTEN,TNF,0
MMP9,MMP13,0
MMP13,IL1A,0
PTEN,STAT1,0
IRF1,IL10,0
MIF,IL10,0
IL10,MIF,0
NLRP3,IL10,0
IL10,NLRP3,0
SELE,IL10,0
IL10,SELE,0
MAPK3,IL10,0
IL10,MAPK3,0
IL10,IRF1,0
NFKB1,IL10,0
MMP2,IL10,0
IL10,MMP2,0
RELA,IL10,0
IL10,RELA,0
NFE2L2,IL10,0
IL10,NFE2L2,0
