,GSM1509427,GSM1509428,GSM1509429,GSM1509430,GSM1509431,GSM1509422,GSM1509423,GSM1509424,GSM1509425,GSM1509426
SCN3A,8.955,10.4181,11.0053,10.7858,10.2058,10.8177,10.9608,10.2707,11.0433,10.6828
SCN3B,13.5107,12.3986,12.3813,12.41,12.9151,13.6817,13.2191,14.1236,13.6529,13.6755
SCN4A,3.5835,5.5825,5.8171,2.9618,3.3156,1.3431,5.2238,6.2033,5.9841,5.9313
SCN4B,10.5315,11.2646,10.7075,11.045,11.3027,12.5154,12.4101,12.5875,12.8749,13.0549
SCN5A,6.7077,6.4673,6.0317,6.298,7.3345,5.8474,5.3553,7.0015,6.1907,8.532
SCN7A,8.9968,8.2779,8.0088,8.4487,9.5253,6.483,7.0032,6.5906,6.116,7.0124
SCN8A,5.9079,6.9185,6.7135,7.0836,7.1995,7.7813,7.944,7.8626,6.9997,7.4591
SCN9A,6.391,6.2904,5.9493,6.838,7.3384,7.4721,6.8205,6.0838,6.1233,7.8234
SCNM1,9.4749,9.5368,9.5812,9.6412,9.4439,9.4509,9.2711,9.2202,9.6572,9.4862
SCNN1A,5.3994,6.0129,6.8583,6.5698,6.9606,6.0022,6.648,6.5566,6.3695,6.226
SCNN1B,6.9195,7.5328,7.716,6.9802,6.9945,7.4114,7.0631,7.5545,7.3803,6.987
SCNN1G,6.8895,7.0187,6.3805,6.8608,6.1484,6.4746,7.4486,7.2499,7.1368,6.7774
SCO1,11.0811,10.7006,10.7445,10.7072,10.4474,10.8484,10.6429,10.5831,10.7092,10.2998
SCOC,13.9927,14.2253,14.4115,14.2641,14.4124,14.6198,14.4793,14.5348,14.4519,14.6334
SCP2,13.8087,13.5191,13.8349,13.7061,13.6809,13.7021,13.9145,13.8408,13.9199,13.6437
SCP2D1,5.8297,6.155,6.5426,5.6427,3.9745,6.4124,5.8867,6.7237,6.9498,6.6758
SCPEP1,13.8348,13.725,13.9333,13.5911,13.7145,11.0808,11.0891,11.0409,11.0192,11.1227
SCRG1,12.0588,11.9837,11.8716,11.582,11.5955,11.5897,10.7611,11.9718,11.2061,11.27
SCRIB,10.3603,10.4956,10.3463,10.4822,10.5895,10.3435,10.4087,10.2501,10.3812,10.5012
SCRN1,12.2088,12.9406,13.1517,13.0494,12.9601,13.3757,13.4133,13.3536,13.4587,13.6031
SCRN2,8.0177,7.6502,5.454,7.2735,7.8471,7.1361,7.3587,6.9163,7.037,7.235
SCRN3,10.9359,11.0503,10.9761,11.1302,10.527,11.4678,11.2182,11.2448,11.2512,11.5817
SCT,7.3537,7.3866,6.1283,6.5667,6.6455,6.0194,6.8546,6.8638,6.2652,6.4113
SCTR,3.5569,6.329,5.9929,4.5136,6.5348,2.0365,1.5678,1.9782,3.0858,2.7809
SCUBE1,7.0612,7.1017,6.9754,7.4641,7.3983,8.05,8.0373,7.4963,8.4766,8.1989
SCX,7.5352,7.7202,7.807,8.3905,8.0831,8.5487,8.0486,8.005,8.047,8.6521
SCYL1,11.6269,11.4858,11.6232,11.4992,11.6262,11.2245,11.0748,11.1574,11.2946,11.4514
SCYL2,11.3885,11.0414,11.048,11.3274,11.1786,11.5857,11.5409,11.4748,11.7498,11.6016
SCYL3,9.7802,9.4516,9.6249,9.7355,9.4273,9.8641,9.8913,9.7428,9.9311,9.8225
SDAD1,9.5689,8.1772,8.594,8.9098,9.0294,8.2605,7.8,8.0401,7.9109,8.1609
SDC1,10.8904,9.5286,8.9482,9.9321,9.4483,7.4637,8.1369,7.6324,6.9686,7.0088
SDC2,11.8825,11.4381,11.6176,11.525,11.8839,11.8292,11.1352,11.4963,11.6361,12.3065
SDC3,8.6942,9.915,9.087,8.6134,9.0388,9.6645,9.6804,9.2134,9.2182,9.9453
SDC4,12.3998,12.0991,12.3193,12.1623,12.2549,12.0664,11.7979,11.7649,12.0335,12.1255
SDCBP,15.0853,14.8764,15.4633,15.1346,15.0368,14.925,14.8945,14.8326,14.8111,14.7943
SDCBP2,7.5977,7.9399,7.864,8.6044,7.8465,8.2832,8.0141,7.9219,7.8878,8.8332
SDCCAG8,1.3357,5.6155,5.1124,4.5787,5.8543,4.6585,5.2521,5.7288,5.4718,5.8218
SDE2,10.9538,10.8491,10.6886,10.5993,10.6968,10.447,10.4987,10.6532,10.6739,10.7009
SDF2,12.5522,11.96,12.1843,12.3384,12.1663,12.1055,11.8542,12.0978,12.0134,12.2382
SDF2L1,12.838,12.1666,12.2915,12.4067,12.2251,9.9393,9.9038,10.2597,10.2621,10.147
SDF4,13.8154,13.307,13.5063,13.3456,13.4075,12.3783,12.2672,12.4472,12.3918,12.4379
SDHA,13.3264,13.284,13.4972,13.593,13.2387,13.646,13.7254,13.6264,13.6331,13.5079
SDHAF2,11.6935,11.5337,11.9494,11.828,12.0875,11.3656,11.1843,11.6959,11.5373,11.3566
SDHB,13.7499,13.6544,13.9767,13.7534,13.7053,13.5151,13.4642,13.4327,13.526,13.4085
SDHC,13.7794,13.4638,13.7809,13.7538,13.6474,13.6309,13.5066,13.5419,13.6821,13.6519
SDHD,13.7743,13.4953,13.6727,13.5959,13.6316,13.6448,13.4322,13.5479,13.5191,13.5285
SDK1,8.4029,8.5595,8.5757,8.0591,8.5209,7.7755,7.3338,7.1942,7.456,7.4539
SDK2,7.8025,8.463,7.8518,7.3786,8.2027,8.3801,8.2094,8.4206,7.9119,7.8097
SDPR,10.6685,9.2065,9.1974,10.1742,8.9314,8.9326,9.2266,8.8937,8.8266,9.1625
SDR16C5,6.3764,6.2979,6.0044,6.2171,4.1029,7.062,6.9307,7.6846,6.4473,6.3613
SDR39U1,9.6909,10.3536,10.4698,10.5518,10.4348,11.1152,10.7734,10.614,10.7764,11.1295
SDR42E1,6.6684,7.1759,6.1991,7.1229,6.3947,6.551,7.1645,7.2294,5.811,6.7136
SDS,6.8685,7.3887,6.6806,5.8751,6.5889,6.9134,6.9962,6.7565,6.9829,4.6508
SDSL,8.6716,8.7002,8.4673,8.2606,8.8031,8.9694,8.5027,9.0131,8.7932,8.7696
SEBOX,6.0919,4.7141,6.4428,5.7025,4.0616,4.5613,7.2705,6.7691,6.5902,6.4006
SEC1,2.252,3.3317,2.6282,3.3465,3.6305,2.3676,2.4775,3.2015,3.7156,3.4942
SEC11A,13.1505,12.4462,12.5885,12.5837,12.7378,11.8032,11.4915,11.5302,11.567,11.771
SEC11C,13.3019,13.1063,13.4918,13.0236,13.4273,13.4227,13.3238,13.6427,13.4583,13.2645
SEC13,12.5703,11.7191,11.8729,11.8066,11.9127,11.113,10.9489,11.0631,11.0173,11.0852
SEC14L1,11.493,11.4044,10.9014,11.293,11.1408,11.5752,11.4129,11.6344,11.5974,11.4767
SEC14L2,10.33,10.403,10.5651,10.5765,10.4373,11.4612,11.1967,11.1875,11.3221,11.6599
SEC14L3,0.2971,4.6967,4.8394,5.6098,5.4634,5.2004,4.4549,5.3732,3.682,3.6382
SEC16A,11.5663,11.4871,11.4833,11.3833,11.5451,11.4882,11.4073,11.3655,11.3483,11.496
SEC16B,7.7294,7.1741,7.4943,7.5707,8.0082,7.289,7.7766,6.9387,7.608,7.3593
SEC22A,9.6354,9.1517,9.3337,9.2593,9.2723,8.8427,8.908,8.8792,8.9265,8.8782
SEC22B,12.5506,12.6363,12.7216,12.6896,12.5957,12.8713,12.8322,12.8325,12.7641,12.9606
SEC23B,12.4875,11.8631,11.9045,11.7331,11.9693,11.0148,10.9798,11.5958,11.2512,11.3237
SEC24B,10.7386,10.6664,10.3514,10.3957,10.8278,10.6835,10.5351,10.5355,10.9497,10.6648
SEC24C,11.8062,11.7536,11.6288,11.7287,11.7185,11.6414,11.6764,11.5664,11.632,11.6687
SEC24D,12.3449,11.2325,11.187,11.3557,11.424,9.8753,9.6589,10.0869,9.823,10.3795
SEC31A,8.68,8.4124,8.8034,8.5521,8.8081,8.7656,8.5214,8.3165,8.2301,8.3345
SEC61A1,11.8097,11.4179,11.4646,11.1943,11.5141,10.6244,10.2937,10.5685,10.3838,10.6353
SEC61A2,10.9583,10.8796,10.9549,10.8585,11.0021,11.6415,11.3274,11.5652,11.4237,11.5689
SEC61B,14.1079,13.6018,13.64,13.8232,13.7758,12.5394,12.2904,12.4883,12.5767,12.6166
SEC61G,14.2489,13.7831,14.1169,13.8959,13.8209,13.6392,13.3191,13.5621,13.4353,13.5657
SEC62,13.5238,13.5245,13.7151,13.5609,13.5519,13.7023,13.6383,13.6829,13.6859,13.6985
SEC63,12.3417,11.8149,12.0986,11.833,12.0275,11.4324,11.3649,11.3685,11.4661,11.501
SECISBP2,10.1972,9.8823,9.8028,10.0931,9.8529,9.5376,9.7191,9.8837,9.7057,9.7752
SECISBP2L,11.9185,11.6162,11.7185,11.5652,11.8521,11.9049,12.1165,12.1327,12.0699,11.9729
SECTM1B,7.2603,5.958,5.7881,7.0817,6.5476,4.0373,4.1962,3.2268,3.0032,3.6131
SEL1L,9.7955,9.0977,9.2168,8.8928,9.0705,8.1024,8.2323,8.3134,8.4055,8.3232
SEL1L3,7.7098,7.6831,7.4442,8.1153,7.9339,8.1654,8.7852,8.3915,8.5186,8.1522
SELE,6.3172,3.9325,5.6573,5.8876,6.1568,5.2473,6.4892,5.1628,5.6487,5.5444
SELENBP1,10.412,9.4185,9.2737,10.0793,9.5578,9.5534,9.0129,8.917,9.2482,9.2149
SELI,9.3023,9.3847,9.6908,9.6951,9.5966,10.2312,10.1102,10.1557,10.2717,10.2076
SELK,13.5078,13.4374,13.7097,13.5214,13.5153,13.5755,13.5743,13.6003,13.5704,13.5596
SELL,6.5284,6.1575,5.6252,6.6101,5.9315,7.0647,6.0994,7.1721,6.1248,6.7404
SELM,13.0891,12.6451,12.761,12.4867,12.8551,12.9118,12.7232,13.0507,12.9388,13.0444
SELP,5.762,6.4045,2.4801,6.639,5.6888,6.0719,6.6357,6.4706,6.6775,6.8806
SELT,14.2341,14.202,14.5069,14.1299,14.3662,14.2642,14.2273,14.3023,14.2912,14.2606
SEMA3A,4.8978,4.5386,4.3779,6.0015,5.5828,6.443,6.9731,7.0708,3.6704,8.755
SEMA3B,7.3283,7.5995,7.77,7.497,7.7515,7.0457,7.1319,6.1768,6.9945,7.4089
SEMA3C,11.5408,11.8002,11.4751,10.914,11.5679,11.5046,11.179,11.7808,11.2857,11.1011
SEMA3D,7.7309,7.5356,7.3647,7.9943,7.8983,7.3149,7.2573,7.8419,7.6242,7.3811
SEMA3F,7.5534,7.8821,6.0343,8.3024,7.8064,8.4081,8.5151,7.8166,8.307,7.9243
SEMA3G,10.817,9.4148,9.6959,9.8449,9.4863,9.7493,9.3459,9.2813,9.169,9.5826
SEMA4A,11.3411,11.7129,11.9094,11.4968,11.9951,11.2568,11.3529,11.1079,11.518,11.3814
SEMA4B,9.423,8.9748,8.8279,9.1278,8.6633,9.134,8.8426,8.6741,8.7971,8.9926
SEMA4D,7.7959,9.2857,9.5242,8.6862,9.4981,9.9534,9.8848,10.122,10.0128,9.9201
SEMA4F,8.989,10.2221,9.5058,9.181,9.6673,10.1475,10.3801,10.3445,10.3666,10.5048
SEMA4G,7.7788,7.9599,7.7252,8.0274,8.0547,8.2695,8.0385,8.1634,8.3189,9.0658
SEMA5A,10.1904,10.7274,10.5937,10.4541,10.7774,11.4563,11.2022,11.7944,11.325,10.9901
SEMA6A,10.9705,10.4246,10.5721,10.9406,11.1462,10.8549,10.6379,10.768,10.9062,10.6656
SEMA6B,9.775,9.9013,9.6862,9.6666,9.8137,10.379,10.1453,10.4095,10.4036,10.4291
SEMA6C,8.5097,8.7819,8.3851,8.6997,8.752,8.7361,8.7733,8.595,8.6027,8.8409
SEMA6D,12.3334,12.3234,12.4025,12.0471,12.5654,12.4254,12.0373,12.2361,12.5727,12.4441
SEMG1,4.4081,3.2381,2.5548,2.5088,4.4964,2.0258,5.746,2.0492,1.8189,2.362
SENP1,9.5987,9.1993,8.5279,9.131,9.2432,8.2998,8.5931,8.3843,8.275,8.6015
SENP2,10.9013,10.6788,11.1756,11.0528,10.9772,11.4476,11.4281,11.6195,11.4754,11.6067
SENP3,11.4457,11.155,11.2502,11.1495,11.1246,11.2433,11.2101,11.4385,11.234,11.4209
SENP6,11.4805,11.3758,11.3108,11.509,11.4209,11.379,11.4365,11.5768,11.5847,11.5485
SENP7,11.708,11.5288,11.7118,11.5999,11.5357,11.7006,11.4303,11.5248,11.435,11.8594
SENP8,6.6269,7.7338,7.3538,7.6822,5.805,7.8943,5.6437,7.4393,7.1144,8.0883
SEP15,13.9279,13.6239,13.6784,13.7504,13.7079,13.6541,13.6248,13.5859,13.5435,13.604
SEPHS1,10.5518,9.8692,9.8007,9.8883,9.9471,9.6452,9.7708,9.5158,9.6584,9.5524
SEPHS2,12.4301,11.6885,11.9928,12.0337,12.0975,11.9421,11.6788,11.9639,11.9067,12.0014
SEPN1,11.8311,11.4381,11.1778,10.9859,11.0656,10.2247,10.2155,10.1531,10.2838,10.3666
SEPP1,15.4008,15.0615,15.4463,15.2337,15.2424,14.7289,14.7057,14.7929,14.7944,14.8533
SEPSECS,10.355,10.1726,10.3244,10.2717,10.2759,10.0065,10.3319,10.0069,9.9258,9.7101
SEPT1,7.8159,7.4698,8.0653,7.062,8.0273,5.7953,5.9457,6.7665,6.2786,5.5022
SEPT10,12.435,11.8554,11.8777,11.9038,11.9839,10.6761,10.4289,10.5479,10.7064,10.6364
SEPT11,10.312,9.4739,9.2537,9.528,9.8374,9.0018,9.1127,9.0018,9.1652,9.0766
SEPT2,13.9291,13.7676,13.8366,13.6178,13.8258,12.7982,12.8229,12.7481,12.7643,12.8988
SEPT3,7.4485,7.3328,8.2369,7.656,7.9749,8.7836,8.5676,8.9317,8.4232,8.7139
SEPT4,12.9165,12.9915,13.2415,12.7032,13.2046,12.9639,13.1438,13.4604,13.3608,12.7707
SEPT5,10.3662,11.4679,11.3357,11.5019,11.001,12.5386,12.8391,12.5833,12.755,12.7921
SEPT6,10.1803,11.5786,11.789,11.7685,11.3329,12.4719,12.911,12.6616,12.7376,12.0247
SEPT7,12.4571,12.452,13.0098,12.7195,12.7366,13.0844,13.1208,13.1524,13.0476,12.9686
SEPT8,12.4086,13.0152,13.1323,13.404,12.9499,13.5694,13.6697,13.4937,13.7669,13.4012
SEPT9,12.271,11.3617,11.1362,11.576,11.4532,11.1632,10.6068,10.6028,10.6982,11.177
SEPW1,10.2464,10.0869,9.8177,10.0123,10.3229,10.978,10.8331,11.2509,10.9724,11.1169
SERAC1,9.0381,9.2197,9.3156,9.3019,9.2425,9.692,9.408,9.6136,9.2425,9.7693
SERBP1,14.5351,14.3496,14.5689,14.4486,14.4711,14.3881,14.3379,14.2229,14.2832,14.2043
SERF1,10.8658,11.0438,11.0025,10.7852,10.8817,11.3449,10.8647,10.9553,10.7689,11.3358
SERF2,14.6343,14.2808,14.5501,14.3322,14.4052,13.5141,13.4511,13.5983,13.3585,13.4301
SERGEF,10.6161,10.5908,10.7388,10.6791,10.8271,11.1818,11.1948,11.0276,11.2912,11.0848
SERINC1,14.7092,14.8598,15.169,14.9512,14.7601,15.245,15.2632,15.1577,14.9244,15.1851
SERINC2,9.1096,9.0717,8.4734,8.5441,9.2806,8.5528,8.9784,8.5645,8.6663,7.7734
SERINC3,14.4899,14.1913,14.5454,14.2027,14.3567,14.5438,14.5179,14.5014,14.3152,14.3677
SERINC5,11.7357,11.8663,11.9765,11.3923,12.1678,11.4939,11.3736,11.8757,11.8144,11.6825
SERP1,14.0582,13.2943,13.4259,13.5481,13.6244,13.0943,12.9078,13.1282,13.0366,13.217
SERP2,9.5477,9.1902,9.6499,9.6471,9.8145,10.5713,10.45,10.4611,10.4541,10.5435
SERPINA1,7.1882,6.8657,6.4938,7.0332,6.484,6.3939,6.4743,6.3639,6.634,7.125
SERPINA11,6.7612,4.1858,6.4979,5.7839,7.2593,7.1267,6.8618,7.2822,7.0179,7.6104
SERPINA12,5.7753,4.4147,3.5235,4.5887,3.8544,4.5704,6.7237,4.1977,4.4758,3.7515
SERPINA3C,3.2769,3.3813,2.4983,3.2084,3.8807,3.3274,2.4993,3.6868,2.2823,3.1312
SERPINA3M,4.5832,6.6369,7.1073,6.4389,5.4704,6.2603,7.0176,4.346,4.3341,5.9001
SERPINA3N,8.4716,6.0277,9.2644,5.8372,6.0071,4.5578,6.3823,5.0502,5.9036,5.9622
SERPINA4,7.0722,7.7136,6.6586,7.5555,7.9826,7.8294,8.233,7.8654,7.8164,7.8228
SERPINA5,4.6157,5.0247,2.4692,5.7066,4.897,3.4224,1.3376,2.9518,0.9243,4.6492
SERPINA6,4.7247,4.9819,4.6156,5.0865,5.184,4.7649,4.8573,4.4106,1.3515,4.9125
SERPINA7,4.5232,0.5099,2.5244,4.757,4.7089,2.1609,0.8445,2.8533,3.3998,0.9817
SERPINB10,7.7213,7.6896,6.9451,7.2435,7.5517,6.6207,5.4848,5.3983,6.0577,6.8476
SERPINB11,7.7519,6.2008,6.634,6.8261,6.7849,5.8318,5.5132,3.8069,5.7142,5.9148
SERPINB12,6.1907,6.1138,5.7993,6.2952,6.3989,6.8447,6.7773,6.3654,7.0875,6.5326
SERPINB1A,12.8398,12.3041,12.6777,12.0536,12.1506,9.0351,8.6429,8.658,8.9267,9.8551
SERPINB2,0.9306,3.9724,3.8171,4.9725,4.1757,4.5288,5.2869,4.1462,0.3447,4.2409
SERPINB3,5.6434,6.0561,5.423,3.2298,5.2344,6.1445,5.7052,6.9836,6.3301,6.7667
SERPINB6,11.1684,10.132,10.5351,10.6125,10.3561,10.4181,9.4337,10.1634,9.8013,10.5102
SERPINB6B,9.5783,8.1921,8.151,8.7711,8.5625,7.449,8.1785,8.3005,8.0091,7.8558
SERPINB7,5.2532,5.9716,2.552,5.5615,5.5717,2.5247,2.0268,6.2739,5.1202,6.0041
SERPINB9,12.6045,11.8826,11.3171,11.2605,11.9049,10.714,11.2682,11.1771,11.2842,11.1545
SERPINC1,3.3637,3.9911,5.9733,4.0518,3.9579,3.9656,4.0169,3.7338,4.2671,3.8727
SERPIND1,7.3101,7.2806,6.3493,6.6688,7.6563,6.7233,5.6895,7.2435,7.0932,7.4695
SERPINE1,9.4185,8.1308,8.2257,7.5681,7.7396,6.2704,4.782,3.8602,3.5774,5.954
SERPINE2,13.5869,13.0219,13.2706,13.3944,13.3807,13.1209,13.1559,12.9456,12.9588,13.1972
SERPINE3,6.9743,6.7295,6.945,6.9441,6.6697,7.0118,6.9519,7.0989,6.3603,6.8086
SERPINF1,12.8489,11.6279,11.8178,11.4736,12.0606,9.4593,9.565,8.9826,9.8269,9.4183
SERPINF2,4.2819,4.479,4.4565,3.8565,4.1501,3.821,3.9722,4.7393,4.7264,4.7243
SERPING1,13.2635,12.3757,12.1912,12.0484,12.4895,8.9954,8.3548,8.2594,9.3177,9.3974
SERPINH1,13.2439,12.0958,11.6632,12.2421,12.4046,10.4534,10.5464,10.4335,10.7166,10.3942
SERPINI1,12.6425,13.4335,14.0188,14.0335,13.3563,14.0328,14.0897,13.9673,13.8061,13.8308
SERPINI2,5.0275,5.0641,5.4055,5.5491,5.6148,5.5234,5.4807,4.2328,5.3135,4.929
SERT1,7.0488,6.452,6.5763,6.3294,6.7799,6.1573,5.702,6.6775,4.5008,6.452
SERTAD1,9.6177,9.2223,9.5867,9.3618,9.5453,9.2279,9.692,9.2047,8.8711,9.53
SERTAD2,11.1611,10.5574,10.5791,10.4664,10.7604,10.4911,10.6042,10.697,10.6105,10.4512
SERTAD3,8.7995,8.8061,8.3565,8.2067,8.5145,8.4185,8.3858,8.2883,8.3344,7.8432
SERTAD4,10.4525,10.2051,10.168,10.3401,10.3794,10.2083,10.2777,10.7335,10.6471,10.5061
SERTM1,10.5933,10.2884,10.1419,10.1375,10.5875,11.8684,11.0263,11.3744,11.3384,11.4543
SESN1,11.2094,10.823,10.5304,11.2619,10.7029,11.2666,11.3446,11.2657,11.1118,11.1851
SESN2,10.3958,10.553,9.9011,9.954,10.0621,9.1615,9.4366,9.1041,9.3295,9.3348
SESN3,8.9915,8.6762,8.9171,8.9742,8.763,8.236,8.4755,8.1711,8.2022,9.0451
SESTD1,10.1805,9.7481,9.5873,9.778,9.7041,9.7068,10.0987,9.8051,10.1272,10.2101
SET,13.5682,13.1817,13.6056,13.434,13.5175,13.4377,13.1993,13.3131,13.1668,13.4668
SETD1B,9.0299,9.7261,9.3751,9.503,9.3291,9.5749,9.4941,9.5397,9.5717,9.3362
SETD2,9.8842,10.3252,10.1471,10.0969,9.5895,9.5971,9.6411,10.1232,9.6052,9.7008
SETD4,11.2101,10.8282,10.5581,10.8622,10.9103,10.4375,10.585,10.2523,10.5617,10.553
SETD5,11.4677,11.512,11.3848,11.4309,11.5469,11.8479,11.6352,11.7086,11.7912,11.8269
SETD6,10.2082,9.7574,9.7839,9.7784,9.764,10.3204,9.9471,10.2706,10.3105,10.6543
SETD8,11.6736,10.9543,11.038,10.9399,11.2767,11.1489,11.1759,11.1069,11.1161,11.1145
SETDB1,11.4837,11.4948,11.3445,11.4989,11.5828,11.6935,11.5463,11.6219,11.7036,11.5093
SETDB2,9.4552,9.4803,9.0352,9.5036,9.3453,9.0702,9.0197,9.2417,8.9471,9.1481
SETMAR,9.4077,9.5449,9.0982,9.3764,9.1763,9.464,9.6197,10.0823,9.7624,9.4925
SETX,12.5532,12.2338,12.2831,12.0949,12.1892,12.1741,11.9934,11.9072,11.9451,12.1472
SEZ6,11.0726,11.563,11.7083,11.5207,11.5868,12.4784,12.0172,12.2121,12.1158,12.6975
SEZ6L,7.3445,7.7741,7.2314,7.5436,7.3436,8.0491,7.554,8.3404,7.9421,7.9611
SEZ6L2,11.122,11.273,11.2901,11.247,11.015,12.0633,11.9961,11.9972,12.0994,12.1172
SF1,11.3898,11.6872,11.3352,11.4299,11.5291,11.4315,11.2098,11.3909,11.3187,11.4447
SF3A1,10.0156,9.7878,9.3013,9.256,9.6945,9.8315,9.3276,9.5226,9.6634,9.8008
SF3A2,10.9476,11.2578,10.9723,11.1628,10.9904,10.9527,11.1862,11.192,11.3982,11.4449
SF3A3,11.1211,10.9201,10.944,10.9672,10.8439,10.9161,10.8431,11.0657,10.6974,11.0748
SF3B1,13.9042,13.5693,13.7424,13.5673,13.6238,13.3819,13.4267,13.3968,13.2497,13.416
SF3B2,12.5358,12.3305,12.3664,12.3618,12.3448,12.176,12.0084,12.0699,12.1344,12.2261
SF3B3,11.802,11.3933,11.1565,11.4331,11.4874,11.2548,11.2391,11.0947,11.3623,11.4016
SF3B4,11.5716,11.0948,11.1171,11.289,11.2314,10.9179,10.833,11.1774,11.0704,11.0566
SF3B5,12.8635,12.3166,12.5157,12.6108,12.5186,12.4669,12.1868,12.2735,12.3565,12.3613
SFI1,8.0961,8.2722,8.1665,8.4011,8.0016,7.9958,8.6258,7.971,8.6743,8.5203
SFMBT1,8.9935,9.2322,9.277,9.3533,9.2333,9.4672,9.4095,9.2262,9.2879,9.6488
SFMBT2,7.3158,5.327,4.475,7.27,7.1779,5.8055,6.9983,4.7139,6.2386,6.9031
SFN,7.022,7.2608,6.0502,6.1992,7.4721,7.0808,7.0727,7.1149,6.5977,6.408
SFPQ,11.7241,11.8621,11.8584,11.7654,11.8537,11.9021,11.6377,11.582,11.5278,11.8822
SFR1,13.6737,13.32,13.1926,13.3804,13.2204,12.5437,12.811,12.8797,12.9923,13.227
SFRP1,11.4368,9.7554,9.2997,10.244,9.8216,8.5066,8.4866,8.03,8.5493,8.896
SFRP2,7.9855,8.3383,7.5532,7.9155,8.7891,8.3073,8.1201,8.9511,8.5617,8.4331
SFRP4,7.4769,7.9673,7.8972,7.9977,8.2394,8.6293,8.7989,8.3667,8.3042,8.327
SFRP5,2.8215,6.7015,6.5978,6.4895,6.5542,7.0025,4.1016,6.6792,5.8615,3.705
SFSWAP,10.0763,10.0668,9.8744,9.7996,10.1156,10.2444,10.2935,9.9455,10.397,10.0001
SFT2D1,12.5788,12.0607,12.1561,12.1109,12.3594,11.5569,11.3481,11.5905,11.5505,11.8065
SFT2D2,10.8382,9.6452,9.7424,9.9921,10.3469,8.9597,8.7881,8.4803,9.2203,9.4325
SFT2D3,9.8438,9.1442,8.7494,9.1318,8.8673,8.2341,8.164,8.739,7.6337,8.2019
SFTA2,3.6815,5.6212,2.1683,3.2531,6.0048,2.2939,5.7649,4.4858,5.8171,1.6146
SFTPA1,5.8316,5.7687,6.0897,5.6101,3.4909,5.1576,5.1247,5.7125,2.562,6.0235
SFTPB,5.6249,6.7119,6.2045,3.3147,5.6719,5.7209,6.0845,4.3285,4.1492,5.7807
SFTPC,6.6651,6.7086,6.5958,6.4316,6.9807,6.7853,7.0313,6.7128,6.2502,6.2739
SFTPD,6.0021,4.7503,5.1147,6.111,6.2098,7.0475,5.8835,6.2227,6.7788,6.7848
SFXN1,11.7264,11.7536,11.9823,12.0843,11.8408,12.3755,11.9677,12.0442,12.0425,12.4545
SFXN3,10.0439,10.629,10.5053,10.6802,10.6211,11.0191,10.9763,10.7745,10.8936,10.9032
SFXN4,9.3017,9.8024,9.9805,10.2297,9.8658,10.3818,10.3958,10.2594,10.2202,10.3671
SFXN5,10.7864,11.7375,11.7199,11.7521,11.8592,12.2357,12.2484,12.2249,12.1421,12.2272
SGCA,9.3028,9.2078,8.7834,8.3267,9.2747,9.1538,9.4295,8.9613,8.9549,8.5421
SGCB,12.3064,12.0819,12.1702,12.31,12.3392,11.9102,12.3066,12.3277,12.3644,11.9974
SGCE,10.7882,10.2498,10.3601,10.264,10.3615,9.6663,9.9207,9.7357,9.8095,9.8869
SGCG,7.316,7.6675,7.4232,7.5398,6.7817,5.1863,2.7347,6.4193,5.9064,6.927
SGIP1,9.7244,9.8914,10.019,9.9653,10.4834,10.9293,10.8795,10.7096,10.7582,11.0814
SGK1,14.6045,13.531,14.0134,14.0106,13.6311,13.8765,13.1979,12.733,12.6339,13.0618
SGK2,7.2967,7.7358,7.245,7.7333,7.6828,7.3026,7.7308,7.7018,7.288,7.6263
SGK3,11.8706,11.4477,11.7772,11.1975,11.7241,10.3916,10.2233,10.3702,10.4389,10.7914
SGMS1,10.1477,9.098,9.2697,9.0078,9.2243,8.5907,8.5268,8.6641,8.6833,8.8453
SGMS2,6.3129,6.6484,6.9326,5.6531,5.8193,6.5363,3.702,6.666,4.0769,7.053
SGOL1,8.4168,7.5557,7.8799,8.2613,8.465,3.4234,6.6419,6.3268,3.808,5.3189
SGOL2,6.3087,3.3736,5.5715,6.3014,6.0222,2.0803,5.1926,3.2914,4.7892,4.1215
SGPL1,7.7343,6.953,7.2814,7.4615,7.9674,6.8291,6.1408,6.4319,6.3308,6.0526
SGSM1,10.6809,11.4612,11.3977,11.7078,11.1249,12.0811,12.1623,11.5879,11.8441,12.058
SGSM2,7.8123,8.3244,8.0227,8.1636,8.549,9.3732,9.3411,8.9946,9.3163,9.5336
SGSM3,9.2548,9.8274,9.6333,9.4664,9.6227,10.3631,10.4395,10.0314,10.2915,10.3314
SGTA,10.9286,11.0283,10.9054,10.9545,11.0224,11.412,11.1726,11.3413,11.3328,11.4103
SGTB,9.6363,10.475,10.6241,10.9214,10.4216,11.5582,11.6762,11.5582,11.7076,11.2325
SH2B1,11.6296,11.7563,11.568,11.5804,11.5959,11.7065,11.457,11.526,11.4464,11.6535
SH2B2,8.6693,9.1904,9.1449,8.4886,8.7621,7.2411,6.9975,7.2981,6.6892,7.5448
SH2B3,12.5445,11.7826,11.8577,11.5944,11.8429,10.2893,10.3859,10.0466,10.0559,10.3066
SH2D1A,5.805,5.913,5.9333,5.7444,5.9182,3.5083,5.3395,6.2892,5.0718,4.8066
SH2D2A,7.3917,4.4878,4.8781,6.3578,6.5102,6.1645,5.2792,4.3961,4.2153,3.926
