compound,gene,binding_probability
DFO,DDIT3,0.49326613545417786
DFO,SESN2,0.493265837430954
DFO,CD38,0.49326393008232117
DFO,HSPB1,0.4932619333267212
DFO,CDKN2A,0.4932613670825958
DFO,SLC3A2,0.49325811862945557
BCP,MAPK8,0.49325719475746155
DFO,RB1,0.49325647950172424
DFO,HSPD1,0.4932541847229004
DFO,PLIN2,0.4932490587234497
DFO,SLC7A11,0.4932486116886139
DFO,TNFRSF1A,0.49324849247932434
DFO,CCNE1,0.4932478368282318
DFO,FANCD2,0.4932473301887512
DFO,PARP1,0.4932473301887512
DFO,IL10,0.49324437975883484
DFO,IL18,0.4932432174682617
BCP,TGFB1,0.4932425618171692
DFO,GCLC,0.4932419955730438
DFO,XRCC6,0.49324119091033936
DFO,GADD45A,0.4932399094104767
BCP,MDM2,0.4932396709918976
DFO,EIF2A,0.4932383894920349
DFO,CDK2,0.49323704838752747
DFO,HSPA5,0.4932355582714081
DFO,CCL2,0.4932335913181305
DFO,ICAM1,0.49323248863220215
DFO,ABCC2,0.4932313859462738
BCP,CCND1,0.4932310879230499
DFO,SIRT6,0.4932309687137604
DFO,NCOA4,0.49322783946990967
DFO,TIMP2,0.4932253956794739
DFO,ATF4,0.49322447180747986
DFO,CDK4,0.49322423338890076
DFO,MMP12,0.4932236671447754
DFO,GOT1,0.49322134256362915
DFO,CDKN1B,0.49322065711021423
DFO,MAX,0.4932202994823456
DFO,PTEN,0.4932194948196411
DFO,TFAM,0.49321863055229187
DFO,HDAC3,0.49321773648262024
DFO,BRCA2,0.4932163655757904
DFO,IL1A,0.4932132363319397
DFO,TSC2,0.4932131767272949
DFO,MNT,0.4932122826576233
DFO,TERT,0.4932107925415039
DFO,HMGA1,0.4932106137275696
DFO,TERF1,0.49320951104164124
DFO,AKT1,0.49320903420448303
DFO,TSC1,0.4932076632976532
DFO,PPARGC1A,0.4932076632976532
DFO,COL3A1,0.49320393800735474
DFO,JUN,0.49320128560066223
DFO,CREBBP,0.49319931864738464
DFO,SERPINE1,0.493198037147522
DFO,GADD45B,0.4931967556476593
DFO,MDM4,0.4931953549385071
DFO,XRCC1,0.4931938648223877
DFO,TNF,0.4931935667991638
DFO,RAD50,0.4931933879852295
DFO,HDAC2,0.493191659450531
DFO,FN1,0.4931899607181549
DFO,CHEK1,0.4931890368461609
DFO,ATR,0.49318793416023254
DFO,MMP2,0.49318504333496094
DFO,ATF2,0.49318423867225647
DFO,STAT3,0.4931792914867401
DFO,BRD4,0.4931788444519043
DFO,BLM,0.4931785464286804
DFO,CCNB1,0.4931780695915222
DFO,MMP3,0.4931749999523163
DFO,XRCC5,0.4931735694408417
DFO,MMP13,0.49317193031311035
DFO,CCNA2,0.4931711256504059
DFO,MAPK3,0.49316948652267456
DFO,HMGA2,0.49316903948783875
DFO,NBN,0.49316829442977905
DFO,JAK2,0.4931662380695343
DFO,CHEK2,0.4931645095348358
DFO,IGFBP3,0.4931626617908478
DFO,MTOR,0.49315881729125977
DFO,LIG4,0.4931555688381195
DFO,RPS6KB1,0.4931531548500061
DFO,COL1A2,0.493152916431427
DFO,IGFBP5,0.49314844608306885
DFO,LIG3,0.49314814805984497
DFO,MMP10,0.4931468963623047
DFO,SELE,0.4931406080722809
DFO,BRCA1,0.4931388199329376
DFO,CREB1,0.4931372106075287
DFO,MAPK8,0.4931248426437378
DFO,MDM2,0.49311405420303345
DFO,TGFB1,0.49310675263404846
DFO,CCND1,0.49310073256492615
