compound,gene,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,pchembl_value,source
Quercetin,NADPH,CHEMBL1250375,CHEMBL50,IC50,680.0,nM,6.17,ChEMBL
Quercetin,NADPH OXIDASE 4,CHEMBL1250375,CHEMBL50,IC50,680.0,nM,6.17,ChEMBL
Quercetin,NANH,CHEMBL5189,CHEMBL50,IC50,2700.0,nM,5.57,ChEMBL
Quercetin,NCI-H157,CHEMBL614783,CHEMBL50,IC50,6000.0,nM,5.22,ChEMBL
Quercetin,NCI-H1792,CHEMBL1075525,CHEMBL50,IC50,3850.0,nM,5.42,ChEMBL
Quercetin,NCI-H522,CHEMBL614387,CHEMBL50,IC50,5770.0,nM,5.24,ChEMBL
Quercetin,NEK2,CHEMBL3835,CHEMBL50,IC50,5730.0,nM,5.24,ChEMBL
Quercetin,NEK6,CHEMBL4309,CHEMBL50,IC50,4230.0,nM,5.37,ChEMBL
Quercetin,NENDOU,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NEURAMINIDASE,CHEMBL5189,CHEMBL50,IC50,2700.0,nM,5.57,ChEMBL
Quercetin,NEUROFIBRILLARY TANGLE PROTEIN,CHEMBL1293224,CHEMBL50,Potency,5011.9,nM,5.3,ChEMBL
Quercetin,NEUROPEPTIDE,CHEMBL5162,CHEMBL50,Potency,158.5,nM,6.8,ChEMBL
Quercetin,NEUROPEPTIDE S RECEPTOR,CHEMBL5162,CHEMBL50,Potency,158.5,nM,6.8,ChEMBL
Quercetin,NEUTROPHIL,CHEMBL5314326,CHEMBL50,IC50,4400.0,nM,5.36,ChEMBL
Quercetin,NEVER IN MITOSIS A-RELATED KINASE 2,CHEMBL3835,CHEMBL50,IC50,5730.0,nM,5.24,ChEMBL
Quercetin,NEVER IN MITOSIS A-RELATED KINASE 6,CHEMBL4309,CHEMBL50,IC50,4230.0,nM,5.37,ChEMBL
Quercetin,NFKB1,CHEMBL3251,CHEMBL50,Potency,5623.4,nM,5.25,ChEMBL
Quercetin,NIFEDIPINE OXIDASE,CHEMBL340,CHEMBL50,Potency,6309.6,nM,5.2,ChEMBL
Quercetin,NIMA-LIKE PROTEIN KINASE 1,CHEMBL3835,CHEMBL50,IC50,5730.0,nM,5.24,ChEMBL
Quercetin,NIMA-RELATED PROTEIN KINASE 2,CHEMBL3835,CHEMBL50,IC50,5730.0,nM,5.24,ChEMBL
Quercetin,NIMA-RELATED PROTEIN KINASE 6,CHEMBL4309,CHEMBL50,IC50,4230.0,nM,5.37,ChEMBL
Quercetin,NO RELEVANT TARGET,CHEMBL2362975,CHEMBL50,IC50,610.0,nM,6.21,ChEMBL
Quercetin,NON-PROTEIN TARGET,CHEMBL3879801,CHEMBL50,IC50,500.0,nM,6.3,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 1,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 10,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 12,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 13,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 14,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 15,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 16,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 2,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 3,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 4,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 5,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 6,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 7,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 8,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NON-STRUCTURAL PROTEIN 9,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NOX4,CHEMBL1250375,CHEMBL50,IC50,680.0,nM,6.17,ChEMBL
Quercetin,NPSR1,CHEMBL5162,CHEMBL50,Potency,158.5,nM,6.8,ChEMBL
Quercetin,NSP1,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP10,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP12,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP13,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP14,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP15,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP16,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP2,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP3,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP4,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP5,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP6,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP7,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP8,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NSP9,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,NT5E,CHEMBL1075214,CHEMBL50,Ki,45.3,nM,7.34,ChEMBL
Quercetin,NUAK,CHEMBL5784,CHEMBL50,IC50,5090.0,nM,5.29,ChEMBL
Quercetin,NUAK FAMILY SNF1-LIKE KINASE 1,CHEMBL5784,CHEMBL50,IC50,5090.0,nM,5.29,ChEMBL
Quercetin,NUAK1,CHEMBL5784,CHEMBL50,IC50,5090.0,nM,5.29,ChEMBL
Quercetin,NUCLEAR,CHEMBL3251,CHEMBL50,Potency,5623.4,nM,5.25,ChEMBL
Quercetin,NUCLEAR FACTOR NF-KAPPA-B P105 SUBUNIT,CHEMBL3251,CHEMBL50,Potency,5623.4,nM,5.25,ChEMBL
Quercetin,NUCLEAR FACTOR NF-KAPPA-B P50 SUBUNIT,CHEMBL3251,CHEMBL50,Potency,5623.4,nM,5.25,ChEMBL
Quercetin,NUCLEAR FACTOR OF KAPPA LIGHT POLYPEPTIDE GENE ENHANCER IN B-CELLS 1,CHEMBL3251,CHEMBL50,Potency,5623.4,nM,5.25,ChEMBL
Quercetin,OATP-B,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,OATP-RP2,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,OATP2B1,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,OATPRP2,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,OF,CHEMBL5401,CHEMBL50,Potency,2511.9,nM,5.6,ChEMBL
Quercetin,OMPHALOCELE KINASE 1,CHEMBL5784,CHEMBL50,IC50,5090.0,nM,5.29,ChEMBL
Quercetin,ORF1AB POLYPROTEIN,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,ORGANIC,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,ORGANIC ANION TRANSPORTER B,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,ORGANIC ANION TRANSPORTER POLYPEPTIDE-RELATED PROTEIN 2,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,ORGANIC ANION TRANSPORTING POLYPEPTIDE 2B1,CHEMBL1743124,CHEMBL50,IC50,7300.0,nM,5.14,ChEMBL
Quercetin,OSTEOCLAST,CHEMBL612548,CHEMBL50,IC50,5300.0,nM,5.28,ChEMBL
Quercetin,OXIDASE,CHEMBL3254,CHEMBL50,IC50,10.0,nM,8.0,ChEMBL
Quercetin,P(I)-UPTAKE STIMULATOR,CHEMBL4523488,CHEMBL50,IC50,700.0,nM,6.16,ChEMBL
Quercetin,P-GLYCOPROTEIN 1,CHEMBL4302,CHEMBL50,Kd,7079.46,nM,5.15,ChEMBL
Quercetin,P125FAK,CHEMBL2695,CHEMBL50,IC50,1200.0,nM,5.92,ChEMBL
Quercetin,P180,CHEMBL2093861,CHEMBL50,Potency,10000.0,nM,5.0,ChEMBL
Quercetin,P3(40),CHEMBL2487,CHEMBL50,IC50,7940.0,nM,5.1,ChEMBL
Quercetin,P3(42),CHEMBL2487,CHEMBL50,IC50,7940.0,nM,5.1,ChEMBL
Quercetin,P320,CHEMBL2093861,CHEMBL50,Potency,10000.0,nM,5.0,ChEMBL
Quercetin,P34 PROTEIN KINASE,CHEMBL308,CHEMBL50,IC50,450.0,nM,6.35,ChEMBL
Quercetin,P54/58N,CHEMBL3594,CHEMBL50,Ki,7000.0,nM,5.16,ChEMBL
Quercetin,P60-SRC,CHEMBL267,CHEMBL50,IC50,120.0,nM,6.92,ChEMBL
Quercetin,P61-YES,CHEMBL2073,CHEMBL50,Ki,472.0,nM,6.33,ChEMBL
Quercetin,P65 HOMOLOG,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,P94,CHEMBL5145,CHEMBL50,IC50,7589.0,nM,5.12,ChEMBL
Quercetin,PAIRED HELICAL FILAMENT-TAU,CHEMBL1293224,CHEMBL50,Potency,5011.9,nM,5.3,ChEMBL
Quercetin,PAK-1,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PANCREATIC,CHEMBL1812,CHEMBL50,IC50,1530.0,nM,5.82,ChEMBL
Quercetin,PANCREATIC LIPASE,CHEMBL1812,CHEMBL50,IC50,1530.0,nM,5.82,ChEMBL
Quercetin,PANCREATIC TRIACYLGLYCEROL LIPASE,CHEMBL1812,CHEMBL50,IC50,1530.0,nM,5.82,ChEMBL
Quercetin,PAPAIN-LIKE PROTEASE NSP3,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PAPAIN-LIKE PROTEINASE,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PARANEOPLASTIC CEREBELLAR DEGENERATION-ASSOCIATED ANTIGEN,CHEMBL4105924,CHEMBL50,IC50,1800.0,nM,5.75,ChEMBL
Quercetin,PARANEOPLASTIC LIMBIC ENCEPHALITIS ANTIGEN 21,CHEMBL4105924,CHEMBL50,IC50,1800.0,nM,5.75,ChEMBL
Quercetin,PAS DOMAIN-CONTAINING PROTEIN 8,CHEMBL4261,CHEMBL50,Potency,10000.0,nM,5.0,ChEMBL
Quercetin,PEPTIDASE,CHEMBL284,CHEMBL50,IC50,2920.0,nM,5.54,ChEMBL
Quercetin,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTING 1,CHEMBL2288,CHEMBL50,Potency,2685.5,nM,,ChEMBL
Quercetin,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE PIN1,CHEMBL2288,CHEMBL50,Potency,2685.5,nM,,ChEMBL
Quercetin,PEX,CHEMBL333,CHEMBL50,IC50,6680.0,nM,5.17,ChEMBL
Quercetin,PFK,CHEMBL5686,CHEMBL50,Potency,6745.6,nM,,ChEMBL
Quercetin,PHENOL SULFOTRANSFERASE,CHEMBL4886,CHEMBL50,IC50,290.0,nM,6.54,ChEMBL
Quercetin,PHF-TAU,CHEMBL1293224,CHEMBL50,Potency,5011.9,nM,5.3,ChEMBL
Quercetin,PHOSPHATIDYLCHOLINE 2-ACYLHYDROLASE 1B,CHEMBL4426,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PHOSPHATIDYLINOSITOL 3-KINASE 85 KDA REGULATORY SUBUNIT ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY SUBUNIT ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PHOSPHOFRUCTOKINASE,CHEMBL5686,CHEMBL50,Potency,6745.6,nM,,ChEMBL
Quercetin,PHOSPHOGLYCERATE KINASE C,CHEMBL1741167,CHEMBL50,Potency,7568.6,nM,,ChEMBL
Quercetin,"PHOSPHOGLYCERATE KINASE, GLYCOSOMAL",CHEMBL1741167,CHEMBL50,Potency,7568.6,nM,,ChEMBL
Quercetin,PHOSPHOHEXOKINASE,CHEMBL5686,CHEMBL50,Potency,6745.6,nM,,ChEMBL
Quercetin,PHOSPHOLIPASE,CHEMBL4426,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PHOSPHOLIPASE A2,CHEMBL4426,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PHOSPHOLIPID TRANSPORTER ABCB1,CHEMBL4302,CHEMBL50,Kd,7079.46,nM,5.15,ChEMBL
Quercetin,PHOSPHOPROTEIN P53,CHEMBL4096,CHEMBL50,Potency,1000.0,nM,6.0,ChEMBL
Quercetin,PHOSPHORYLASE,CHEMBL2568,CHEMBL50,IC50,4800.0,nM,5.32,ChEMBL
Quercetin,PHOSVITIN,CHEMBL2095191,CHEMBL50,IC50,550.0,nM,6.26,ChEMBL
Quercetin,PI3-KINASE REGULATORY SUBUNIT ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PI3-KINASE SUBUNIT P85-ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PI3K REGULATORY SUBUNIT ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PIK3R1,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PIM1,CHEMBL2147,CHEMBL50,IC50,43.0,nM,7.37,ChEMBL
Quercetin,PIN1,CHEMBL2288,CHEMBL50,Potency,2685.5,nM,,ChEMBL
Quercetin,PIUS,CHEMBL4523488,CHEMBL50,IC50,700.0,nM,6.16,ChEMBL
Quercetin,PKB,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,PKB ALPHA,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,PKN1,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PL-PRO,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PL2-PRO,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PLA2G1B,CHEMBL4426,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PLACENTA-SPECIFIC ATP-BINDING CASSETTE TRANSPORTER,CHEMBL5393,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PLASMODIUM FALCIPARUM,CHEMBL364,CHEMBL50,IC50,10000.0,nM,5.0,ChEMBL
Quercetin,PLATELET-TYPE LIPOXYGENASE 12,CHEMBL3687,CHEMBL50,IC50,440.0,nM,6.36,ChEMBL
Quercetin,PLK-1,CHEMBL3024,CHEMBL50,IC50,5750.0,nM,5.24,ChEMBL
Quercetin,PLK1,CHEMBL3024,CHEMBL50,IC50,5750.0,nM,5.24,ChEMBL
Quercetin,PMW1,CHEMBL3594,CHEMBL50,Ki,7000.0,nM,5.16,ChEMBL
Quercetin,PN-II,CHEMBL2487,CHEMBL50,IC50,7940.0,nM,5.1,ChEMBL
Quercetin,PNLIP,CHEMBL1812,CHEMBL50,IC50,1530.0,nM,5.82,ChEMBL
Quercetin,POL,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,POLB,CHEMBL2392,CHEMBL50,Potency,199.5,nM,6.7,ChEMBL
Quercetin,POLH,CHEMBL5542,CHEMBL50,Potency,794.3,nM,,ChEMBL
Quercetin,POLI,CHEMBL5391,CHEMBL50,Potency,562.3,nM,,ChEMBL
Quercetin,POLK,CHEMBL5365,CHEMBL50,Potency,946.6,nM,,ChEMBL
Quercetin,POLO-LIKE KINASE 1,CHEMBL3024,CHEMBL50,IC50,5750.0,nM,5.24,ChEMBL
Quercetin,POLYMERASE,CHEMBL2392,CHEMBL50,Potency,199.5,nM,6.7,ChEMBL
Quercetin,POLYPHOSPHATE,CHEMBL4523401,CHEMBL50,IC50,2300.0,nM,5.64,ChEMBL
Quercetin,POLYPROTEIN,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,POLYUNSATURATED,CHEMBL312,CHEMBL50,IC50,300.0,nM,6.52,ChEMBL
Quercetin,POLYUNSATURATED FATTY ACID 5-LIPOXYGENASE,CHEMBL312,CHEMBL50,IC50,300.0,nM,6.52,ChEMBL
Quercetin,POLYUNSATURATED FATTY ACID LIPOXYGENASE ALOX12,CHEMBL3687,CHEMBL50,IC50,440.0,nM,6.36,ChEMBL
Quercetin,POLYUNSATURATED FATTY ACID LIPOXYGENASE ALOX15,CHEMBL4358,CHEMBL50,IC50,430.0,nM,6.37,ChEMBL
Quercetin,POTENTIAL,CHEMBL1250411,CHEMBL50,IC50,6500.0,nM,5.19,ChEMBL
Quercetin,PP125FAK,CHEMBL2695,CHEMBL50,IC50,1200.0,nM,5.92,ChEMBL
Quercetin,PP1AB,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PP60C-SRC,CHEMBL267,CHEMBL50,IC50,120.0,nM,6.92,ChEMBL
Quercetin,PPIASE PIN1,CHEMBL2288,CHEMBL50,Potency,2685.5,nM,,ChEMBL
Quercetin,PPP1R71,CHEMBL2695,CHEMBL50,IC50,1200.0,nM,5.92,ChEMBL
Quercetin,PR160GAG-POL,CHEMBL3471,CHEMBL50,IC50,8000.0,nM,5.1,ChEMBL
Quercetin,PREA4,CHEMBL2487,CHEMBL50,IC50,7940.0,nM,5.1,ChEMBL
Quercetin,PRECURSOR,CHEMBL2487,CHEMBL50,IC50,7940.0,nM,5.1,ChEMBL
Quercetin,PRETRYPSINOGEN I,CHEMBL3769,CHEMBL50,IC50,7100.0,nM,5.15,ChEMBL
Quercetin,PROBABLE MALTASE-GLUCOAMYLASE 2,CHEMBL3833502,CHEMBL50,IC50,7800.0,nM,5.11,ChEMBL
Quercetin,PROOFREADING EXORIBONUCLEASE NSP14,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,PROSTAGLANDIN DEHYDROGENASE 1,CHEMBL1293255,CHEMBL50,Potency,8912.5,nM,5.05,ChEMBL
Quercetin,PROTEASE,CHEMBL3769,CHEMBL50,IC50,7100.0,nM,5.15,ChEMBL
Quercetin,PROTEASE NEXIN-II,CHEMBL2487,CHEMBL50,IC50,7940.0,nM,5.1,ChEMBL
Quercetin,PROTEASE-ACTIVATED KINASE 1,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PROTEASOME,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEASOME CHAIN 6,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEASOME EPSILON CHAIN,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEASOME SUBUNIT BETA TYPE-5,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEASOME SUBUNIT BETA-5,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEASOME SUBUNIT MB1,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEASOME SUBUNIT X,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PROTEIN,CHEMBL1865,CHEMBL50,IC50,816.6,nM,6.09,ChEMBL
Quercetin,PROTEIN DEACETYLASE HDAC6,CHEMBL1865,CHEMBL50,IC50,816.6,nM,6.09,ChEMBL
Quercetin,PROTEIN G5A,CHEMBL3832943,CHEMBL50,IC50,550.0,nM,6.26,ChEMBL
Quercetin,PROTEIN KINASE B,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,PROTEIN KINASE B ALPHA,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,PROTEIN KINASE C-LIKE 1,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PROTEIN KINASE C-LIKE PKN,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PROTEIN KINASE PKN-ALPHA,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PROTEIN KINASE SID6-1512,CHEMBL4309,CHEMBL50,IC50,4230.0,nM,5.37,ChEMBL
Quercetin,PROTEIN LEGLESS HOMOLOG,CHEMBL3885525,CHEMBL50,IC50,10080.0,nM,5.0,ChEMBL
Quercetin,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE SIRTUIN-6,CHEMBL2163182,CHEMBL50,IC50,1900.0,nM,5.72,ChEMBL
Quercetin,PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT 71,CHEMBL2695,CHEMBL50,IC50,1200.0,nM,5.92,ChEMBL
Quercetin,PROTEIN-KINASE C-RELATED KINASE 1,CHEMBL3384,CHEMBL50,IC50,5800.0,nM,5.24,ChEMBL
Quercetin,PROTEIN-TYROSINE KINASE 2,CHEMBL2695,CHEMBL50,IC50,1200.0,nM,5.92,ChEMBL
Quercetin,PROTEIN-TYROSINE KINASE RECEPTOR FLK-1,CHEMBL279,CHEMBL50,IC50,280.0,nM,6.55,ChEMBL
Quercetin,PROTHROMBIN,CHEMBL204,CHEMBL50,Kd,38.7,nM,7.41,ChEMBL
Quercetin,PROTO-ONCOGENE B-RAF,CHEMBL5145,CHEMBL50,IC50,7589.0,nM,5.12,ChEMBL
Quercetin,PROTO-ONCOGENE C-AKT,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,PROTO-ONCOGENE C-ERBB-1,CHEMBL203,CHEMBL50,IC50,900.0,nM,6.05,ChEMBL
Quercetin,PROTO-ONCOGENE C-MET,CHEMBL3717,CHEMBL50,IC50,580.0,nM,6.24,ChEMBL
Quercetin,PROTO-ONCOGENE C-SRC,CHEMBL267,CHEMBL50,IC50,120.0,nM,6.92,ChEMBL
Quercetin,PROTO-ONCOGENE C-YES,CHEMBL2073,CHEMBL50,Ki,472.0,nM,6.33,ChEMBL
Quercetin,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,CHEMBL267,CHEMBL50,IC50,120.0,nM,6.92,ChEMBL
Quercetin,PRSS1,CHEMBL3769,CHEMBL50,IC50,7100.0,nM,5.15,ChEMBL
Quercetin,PSMB5,CHEMBL4662,CHEMBL50,IC50,2000.0,nM,5.7,ChEMBL
Quercetin,PST-1,CHEMBL4886,CHEMBL50,IC50,290.0,nM,6.54,ChEMBL
Quercetin,PTDINS-3-KINASE REGULATORY SUBUNIT ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PTDINS-3-KINASE REGULATORY SUBUNIT P85-ALPHA,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,PTK2,CHEMBL2695,CHEMBL50,IC50,1200.0,nM,5.92,ChEMBL
Quercetin,PTL,CHEMBL1812,CHEMBL50,IC50,1530.0,nM,5.82,ChEMBL
Quercetin,PYGL,CHEMBL2568,CHEMBL50,IC50,4800.0,nM,5.32,ChEMBL
Quercetin,QUININE 3-MONOOXYGENASE,CHEMBL340,CHEMBL50,Potency,6309.6,nM,5.2,ChEMBL
Quercetin,RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,RAC-PK-ALPHA,CHEMBL4282,CHEMBL50,IC50,5390.0,nM,5.27,ChEMBL
Quercetin,RAD30 HOMOLOG A,CHEMBL5542,CHEMBL50,Potency,794.3,nM,,ChEMBL
Quercetin,RAD30 HOMOLOG B,CHEMBL5391,CHEMBL50,Potency,562.3,nM,,ChEMBL
Quercetin,RADICAL SCAVENGING ACTIVITY,CHEMBL613712,CHEMBL50,EC50,5500.0,nM,5.26,ChEMBL
Quercetin,RATTUS NORVEGICUS,CHEMBL376,CHEMBL50,IC50,8500.0,nM,5.07,ChEMBL
Quercetin,RAW264.7,CHEMBL612557,CHEMBL50,IC50,9600.0,nM,5.02,ChEMBL
Quercetin,RCC-ASSOCIATED ANTIGEN G250,CHEMBL3594,CHEMBL50,Ki,7000.0,nM,5.16,ChEMBL
Quercetin,RDRP,CHEMBL4523582,CHEMBL50,IC50,6900.0,nM,5.16,ChEMBL
Quercetin,RECEPTOR,CHEMBL5162,CHEMBL50,Potency,158.5,nM,6.8,ChEMBL
Quercetin,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-1,CHEMBL203,CHEMBL50,IC50,900.0,nM,6.05,ChEMBL
Quercetin,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,CHEMBL1974,CHEMBL50,IC50,590.0,nM,6.23,ChEMBL
Quercetin,RECQ PROTEIN-LIKE 1,CHEMBL1293236,CHEMBL50,Potency,1000.0,nM,6.0,ChEMBL
Quercetin,RECQ1,CHEMBL1293236,CHEMBL50,Potency,1000.0,nM,6.0,ChEMBL
Quercetin,RECQL,CHEMBL1293236,CHEMBL50,Potency,1000.0,nM,6.0,ChEMBL
Quercetin,REDOX FACTOR-1,CHEMBL5619,CHEMBL50,Potency,1412.5,nM,,ChEMBL
Quercetin,REDUCTASE,CHEMBL4150,CHEMBL50,IC50,1500.0,nM,5.82,ChEMBL
Quercetin,REF-1,CHEMBL5619,CHEMBL50,Potency,1412.5,nM,,ChEMBL
Quercetin,REGULATOR,CHEMBL5619,CHEMBL50,Potency,1412.5,nM,,ChEMBL
Quercetin,REGULATORY,CHEMBL2506,CHEMBL50,IC50,3800.0,nM,5.42,ChEMBL
Quercetin,REGULATORY PROTEIN SIR2 HOMOLOG 6,CHEMBL2163182,CHEMBL50,IC50,1900.0,nM,5.72,ChEMBL
