compound,gene,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,pchembl_value,source
Curcumin,SHORT CHAIN DEHYDROGENASE/REDUCTASE FAMILY 9C MEMBER 2,CHEMBL2789,CHEMBL140,IC50,1730.0,nM,5.76,ChEMBL
Curcumin,SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE XH98G2,CHEMBL4159,CHEMBL140,Potency,3981.1,nM,5.4,ChEMBL
Curcumin,SINDBIS VIRUS,CHEMBL613725,CHEMBL140,EC50,10.0,nM,,ChEMBL
Curcumin,SK-BR-3,CHEMBL613834,CHEMBL140,IC50,2110.0,nM,5.68,ChEMBL
Curcumin,SK-N-SH,CHEMBL614924,CHEMBL140,IC50,6400.0,nM,5.19,ChEMBL
Curcumin,SK-OV-3,CHEMBL614925,CHEMBL140,IC50,6700.0,nM,5.17,ChEMBL
Curcumin,SK29-AB,CHEMBL1973,CHEMBL140,IC50,5000.0,nM,5.3,ChEMBL
Curcumin,SMAP45,CHEMBL2093865,CHEMBL140,Ki,539.0,nM,6.27,ChEMBL
Curcumin,SNCA,CHEMBL6152,CHEMBL140,IC50,220.0,nM,6.66,ChEMBL
Curcumin,SNUPN,CHEMBL3885594,CHEMBL140,Potency,5011.9,nM,,ChEMBL
Curcumin,SNURPORTIN-1,CHEMBL3885594,CHEMBL140,Potency,5011.9,nM,,ChEMBL
Curcumin,SOLUBLE APP-ALPHA,CHEMBL2487,CHEMBL140,Ki,0.208,nM,9.68,ChEMBL
Curcumin,SOLUBLE APP-BETA,CHEMBL2487,CHEMBL140,Ki,0.208,nM,9.68,ChEMBL
Curcumin,SPECIFICITY,CHEMBL4376,CHEMBL140,IC50,2.5,nM,8.6,ChEMBL
Curcumin,SR CA(2+)-ATPASE 1,CHEMBL4693,CHEMBL140,Ki,5800.0,nM,5.24,ChEMBL
Curcumin,SR CA(2+)-ATPASE 2,CHEMBL3901,CHEMBL140,IC50,7000.0,nM,5.16,ChEMBL
Curcumin,SR CA(2+)-ATPASE 3,CHEMBL2401,CHEMBL140,Ki,8600.0,nM,5.07,ChEMBL
Curcumin,SRC,CHEMBL3074,CHEMBL140,IC50,2200.0,nM,5.66,ChEMBL
Curcumin,SSSIM,CHEMBL4373,CHEMBL140,IC50,30.0,nM,7.52,ChEMBL
Curcumin,STPK13,CHEMBL3024,CHEMBL140,Potency,1683.4,nM,,ChEMBL
Curcumin,SUBFAMILY,CHEMBL1075183,CHEMBL140,IC50,930.0,nM,6.03,ChEMBL
Curcumin,SUBSTRATE,CHEMBL5393,CHEMBL140,IC50,1630.0,nM,5.79,ChEMBL
Curcumin,SUBUNIT,CHEMBL3251,CHEMBL140,IC50,8200.0,nM,5.09,ChEMBL
Curcumin,SUSCEPTIBILITY,CHEMBL5990,CHEMBL140,Potency,5011.9,nM,5.3,ChEMBL
Curcumin,SYNTHASE,CHEMBL3669,CHEMBL140,IC50,66.0,nM,7.18,ChEMBL
Curcumin,T98G,CHEMBL614775,CHEMBL140,IC50,10000.0,nM,5.0,ChEMBL
Curcumin,TAU,CHEMBL1293224,CHEMBL140,Potency,3548.1,nM,5.45,ChEMBL
Curcumin,TAU PROTEIN KINASE II 23 KDA SUBUNIT,CHEMBL1907600,CHEMBL140,IC50,10000.0,nM,,ChEMBL
Curcumin,TAU PROTEIN KINASE II CATALYTIC SUBUNIT,CHEMBL1907600,CHEMBL140,IC50,10000.0,nM,,ChEMBL
Curcumin,TDP1,CHEMBL1075138,CHEMBL140,Potency,1122.0,nM,5.95,ChEMBL
Curcumin,TESTICULAR 17-BETA-HYDROXYSTEROID DEHYDROGENASE,CHEMBL1075158,CHEMBL140,IC50,9000.0,nM,5.05,ChEMBL
Curcumin,TESTOSTERONE 17-BETA-DEHYDROGENASE,CHEMBL2789,CHEMBL140,IC50,1730.0,nM,5.76,ChEMBL
Curcumin,TESTOSTERONE 17-BETA-DEHYDROGENASE 3,CHEMBL1075158,CHEMBL140,IC50,9000.0,nM,5.05,ChEMBL
Curcumin,THP-1,CHEMBL614245,CHEMBL140,IC50,1210.0,nM,5.92,ChEMBL
Curcumin,THROMBOPLASTIN,CHEMBL4081,CHEMBL140,IC50,199.63,nM,6.7,ChEMBL
Curcumin,THYMOCYTE,CHEMBL613302,CHEMBL140,IC50,1020.0,nM,5.99,ChEMBL
Curcumin,THYROID-STIMULATING HORMONE RECEPTOR,CHEMBL1963,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,THYROTROPIN,CHEMBL1963,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,THYROTROPIN RECEPTOR,CHEMBL1963,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,TISSUE,CHEMBL4081,CHEMBL140,IC50,199.63,nM,6.7,ChEMBL
Curcumin,TISSUE FACTOR,CHEMBL4081,CHEMBL140,IC50,199.63,nM,6.7,ChEMBL
Curcumin,TLR4,CHEMBL1795167,CHEMBL140,IC50,6000.0,nM,5.22,ChEMBL
Curcumin,TLR9,CHEMBL5804,CHEMBL140,IC50,8362.0,nM,5.08,ChEMBL
Curcumin,TOLL-LIKE RECEPTOR 4,CHEMBL1795167,CHEMBL140,IC50,6000.0,nM,5.22,ChEMBL
Curcumin,TOLL-LIKE RECEPTOR 9,CHEMBL5804,CHEMBL140,IC50,8362.0,nM,5.08,ChEMBL
Curcumin,TPKII CATALYTIC SUBUNIT,CHEMBL1907600,CHEMBL140,IC50,10000.0,nM,,ChEMBL
Curcumin,TPKII REGULATORY SUBUNIT,CHEMBL1907600,CHEMBL140,IC50,10000.0,nM,,ChEMBL
Curcumin,TRANSCRIPTION FACTOR AP-1 SUBUNIT C-FOS,CHEMBL2111421,CHEMBL140,IC50,6.9,nM,8.16,ChEMBL
Curcumin,TRANSCRIPTION FACTOR AP-1 SUBUNIT JUN,CHEMBL2111421,CHEMBL140,IC50,6.9,nM,8.16,ChEMBL
Curcumin,TRANSCRIPTION FACTOR JUN,CHEMBL2111421,CHEMBL140,IC50,6.9,nM,8.16,ChEMBL
Curcumin,TRANSCRIPTION FACTOR P65,CHEMBL2094258,CHEMBL140,IC50,8000.0,nM,5.1,ChEMBL
Curcumin,TRANSLOCASE,CHEMBL4302,CHEMBL140,IC50,1000.0,nM,,ChEMBL
Curcumin,TRANSPORTER,CHEMBL5393,CHEMBL140,IC50,1630.0,nM,5.79,ChEMBL
Curcumin,TRITHORAX-LIKE PROTEIN,CHEMBL2093861,CHEMBL140,Potency,3981.1,nM,5.4,ChEMBL
Curcumin,TRYPANOSOMA BRUCEI,CHEMBL612849,CHEMBL140,IC50,3600.0,nM,5.44,ChEMBL
Curcumin,TRYPANOSOMA BRUCEI BRUCEI,CHEMBL612851,CHEMBL140,EC50,2500.0,nM,5.6,ChEMBL
Curcumin,TRYPANOSOMA BRUCEI RHODESIENSE,CHEMBL612348,CHEMBL140,EC50,4850.0,nM,5.31,ChEMBL
Curcumin,TRYPANOSOMA EVANSI,CHEMBL1075362,CHEMBL140,EC50,2000.0,nM,5.7,ChEMBL
Curcumin,TSH-R,CHEMBL1963,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,TSHR,CHEMBL1963,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,TUBULIN-LYSINE DEACETYLASE HDAC6,CHEMBL2093865,CHEMBL140,Ki,539.0,nM,6.27,ChEMBL
Curcumin,TUMOR ANTIGEN HOM-RCC-3.1.3,CHEMBL3242,CHEMBL140,Ki,3480.0,nM,5.46,ChEMBL
Curcumin,TUMOR REJECTION ANTIGEN AB,CHEMBL1973,CHEMBL140,IC50,5000.0,nM,5.3,ChEMBL
Curcumin,TYPE,CHEMBL2789,CHEMBL140,IC50,1730.0,nM,5.76,ChEMBL
Curcumin,TYPE II HADH,CHEMBL4159,CHEMBL140,Potency,3981.1,nM,5.4,ChEMBL
Curcumin,TYR,CHEMBL1973,CHEMBL140,IC50,5000.0,nM,5.3,ChEMBL
Curcumin,TYR-DNA PHOSPHODIESTERASE 1,CHEMBL1075138,CHEMBL140,Potency,1122.0,nM,5.95,ChEMBL
Curcumin,TYROSINASE,CHEMBL1973,CHEMBL140,IC50,5000.0,nM,5.3,ChEMBL
Curcumin,TYROSYL-DNA PHOSPHODIESTERASE 1,CHEMBL1075138,CHEMBL140,Potency,1122.0,nM,5.95,ChEMBL
Curcumin,U-87 MG,CHEMBL614247,CHEMBL140,IC50,7150.0,nM,5.15,ChEMBL
Curcumin,U-937,CHEMBL612794,CHEMBL140,IC50,1880.0,nM,5.73,ChEMBL
Curcumin,UBIQUITIN,CHEMBL1293227,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 1,CHEMBL1795087,CHEMBL140,Potency,2511.9,nM,,ChEMBL
Curcumin,"UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 1, N-TERMINAL FRAGMENT",CHEMBL1795087,CHEMBL140,Potency,2511.9,nM,,ChEMBL
Curcumin,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 2,CHEMBL1293227,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,UBIQUITIN THIOESTERASE 1,CHEMBL1795087,CHEMBL140,Potency,2511.9,nM,,ChEMBL
Curcumin,UBIQUITIN THIOESTERASE 2,CHEMBL1293227,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,UBIQUITIN-SPECIFIC-PROCESSING PROTEASE 1,CHEMBL1795087,CHEMBL140,Potency,2511.9,nM,,ChEMBL
Curcumin,UBIQUITIN-SPECIFIC-PROCESSING PROTEASE 2,CHEMBL1293227,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,UNCHECKED,CHEMBL612545,CHEMBL140,EC50,10000.0,nM,5.0,ChEMBL
Curcumin,URATE EXPORTER,CHEMBL5393,CHEMBL140,IC50,1630.0,nM,5.79,ChEMBL
Curcumin,USP1,CHEMBL1795087,CHEMBL140,Potency,2511.9,nM,,ChEMBL
Curcumin,USP2,CHEMBL1293227,CHEMBL140,Potency,10000.0,nM,5.0,ChEMBL
Curcumin,V-JUN AVIAN SARCOMA VIRUS 17 ONCOGENE HOMOLOG,CHEMBL2111421,CHEMBL140,IC50,6.9,nM,8.16,ChEMBL
Curcumin,VACCINIA VIRUS,CHEMBL613493,CHEMBL140,EC50,10.0,nM,8.0,ChEMBL
Curcumin,VESICULAR STOMATITIS VIRUS,CHEMBL613739,CHEMBL140,EC50,10.0,nM,8.0,ChEMBL
Curcumin,VOLTAGE-GATED INWARDLY RECTIFYING POTASSIUM CHANNEL KCNH2,CHEMBL240,CHEMBL140,Potency,3162.3,nM,,ChEMBL
Curcumin,VOLTAGE-GATED POTASSIUM CHANNEL SUBUNIT KV11.1,CHEMBL240,CHEMBL140,Potency,3162.3,nM,,ChEMBL
Curcumin,ZINC FINGER PROTEIN HRX,CHEMBL2093861,CHEMBL140,Potency,3981.1,nM,5.4,ChEMBL
Curcumin,[HISTONE H3]-DIMETHYL-L-LYSINE(4) FAD-DEPENDENT DEMETHYLASE 1A,CHEMBL6136,CHEMBL140,IC50,9600.0,nM,5.02,ChEMBL
Daidzein,(R)-LIMONENE 6-MONOOXYGENASE,CHEMBL3397,CHEMBL8145,Potency,6309.6,nM,5.2,ChEMBL
Daidzein,(S)-LIMONENE 6-MONOOXYGENASE,CHEMBL3397,CHEMBL8145,Potency,6309.6,nM,5.2,ChEMBL
Daidzein,(S)-LIMONENE 7-MONOOXYGENASE,CHEMBL3397,CHEMBL8145,Potency,6309.6,nM,5.2,ChEMBL
Daidzein,70 KDA LAMIN,CHEMBL1293235,CHEMBL8145,Potency,5.0,nM,8.3,ChEMBL
Daidzein,78 KDA GLUCOSE-REGULATED PROTEIN,CHEMBL1781865,CHEMBL8145,Potency,1468.9,nM,,ChEMBL
Daidzein,AAA,CHEMBL1741209,CHEMBL8145,Potency,9196.2,nM,,ChEMBL
Daidzein,AH RECEPTOR,CHEMBL3201,CHEMBL8145,Potency,6309.6,nM,,ChEMBL
Daidzein,AHR,CHEMBL3201,CHEMBL8145,Potency,6309.6,nM,,ChEMBL
Daidzein,ALDEHYDE,CHEMBL1935,CHEMBL8145,IC50,9000.0,nM,5.05,ChEMBL
Daidzein,"ALDEHYDE DEHYDROGENASE, MITOCHONDRIAL",CHEMBL1935,CHEMBL8145,IC50,9000.0,nM,5.05,ChEMBL
Daidzein,ALDH CLASS 2,CHEMBL1935,CHEMBL8145,IC50,9000.0,nM,5.05,ChEMBL
Daidzein,ALDH-E2,CHEMBL1935,CHEMBL8145,IC50,9000.0,nM,5.05,ChEMBL
Daidzein,ALDH2,CHEMBL1935,CHEMBL8145,IC50,9000.0,nM,5.05,ChEMBL
Daidzein,ALDHI,CHEMBL1935,CHEMBL8145,IC50,9000.0,nM,5.05,ChEMBL
Daidzein,ANHYDRASE,CHEMBL2326,CHEMBL8145,Ki,4.2,nM,8.38,ChEMBL
Daidzein,ANTIGEN,CHEMBL4096,CHEMBL8145,Potency,10000.0,nM,5.0,ChEMBL
Daidzein,ANTIGEN NY-CO-13,CHEMBL4096,CHEMBL8145,Potency,10000.0,nM,5.0,ChEMBL
Daidzein,AP ENDONUCLEASE 1,CHEMBL5619,CHEMBL8145,Potency,281.8,nM,,ChEMBL
Daidzein,APE-1,CHEMBL5619,CHEMBL8145,Potency,281.8,nM,,ChEMBL
Daidzein,APEN,CHEMBL5619,CHEMBL8145,Potency,281.8,nM,,ChEMBL
Daidzein,APEX NUCLEASE,CHEMBL5619,CHEMBL8145,Potency,281.8,nM,,ChEMBL
Daidzein,APEX1,CHEMBL5619,CHEMBL8145,Potency,281.8,nM,,ChEMBL
Daidzein,APURINIC-APYRIMIDINIC ENDONUCLEASE 1,CHEMBL5619,CHEMBL8145,Potency,281.8,nM,,ChEMBL
Daidzein,ARSA,CHEMBL2193,CHEMBL8145,Potency,6745.6,nM,,ChEMBL
Daidzein,ARYL,CHEMBL3201,CHEMBL8145,Potency,6309.6,nM,,ChEMBL
Daidzein,ARYL HYDROCARBON RECEPTOR,CHEMBL3201,CHEMBL8145,Potency,6309.6,nM,,ChEMBL
Daidzein,ARYL SULFOTRANSFERASE,CHEMBL4886,CHEMBL8145,IC50,290.0,nM,6.54,ChEMBL
Daidzein,ARYL SULFOTRANSFERASE IV,CHEMBL4886,CHEMBL8145,IC50,290.0,nM,6.54,ChEMBL
Daidzein,ARYLSULFATASE,CHEMBL2193,CHEMBL8145,Potency,6745.6,nM,,ChEMBL
Daidzein,ARYLSULFATASE A,CHEMBL2193,CHEMBL8145,Potency,6745.6,nM,,ChEMBL
Daidzein,ARYLSULFATASE A COMPONENT B,CHEMBL2193,CHEMBL8145,Potency,6745.6,nM,,ChEMBL
Daidzein,ARYLSULFATASE A COMPONENT C,CHEMBL2193,CHEMBL8145,Potency,6745.6,nM,,ChEMBL
Daidzein,ASA,CHEMBL2193,CHEMBL8145,Potency,6745.6,nM,,ChEMBL
Daidzein,ASTIV,CHEMBL4886,CHEMBL8145,IC50,290.0,nM,6.54,ChEMBL
Daidzein,ATAD5,CHEMBL1741209,CHEMBL8145,Potency,9196.2,nM,,ChEMBL
Daidzein,ATAXIN-2,CHEMBL1795085,CHEMBL8145,Potency,7079.5,nM,,ChEMBL
Daidzein,ATP-DEPENDENT 6-PHOSPHOFRUCTOKINASE,CHEMBL5686,CHEMBL8145,Potency,756.9,nM,,ChEMBL
Daidzein,ATP-PFK,CHEMBL5686,CHEMBL8145,Potency,756.9,nM,,ChEMBL
Daidzein,ATPASE,CHEMBL1741209,CHEMBL8145,Potency,9196.2,nM,,ChEMBL
Daidzein,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 5,CHEMBL1741209,CHEMBL8145,Potency,9196.2,nM,,ChEMBL
Daidzein,ATXN2,CHEMBL1795085,CHEMBL8145,Potency,7079.5,nM,,ChEMBL
Daidzein,BETA,CHEMBL242,CHEMBL8145,IC50,1100.0,nM,5.96,ChEMBL
