gene,pathway,source,adj_p_value
HMGB1,Diseases Associated With TLR Signaling Cascade R-HSA-5602358,Reactome_2022,0.0044190243618939
TLR4,Diseases Associated With TLR Signaling Cascade R-HSA-5602358,Reactome_2022,0.0044190243618939
S100A8,Diseases Associated With TLR Signaling Cascade R-HSA-5602358,Reactome_2022,0.0044190243618939
CXCL8,PERK Regulates Gene Expression R-HSA-381042,Reactome_2022,0.0047163667634352
ATF3,PERK Regulates Gene Expression R-HSA-381042,Reactome_2022,0.0047163667634352
HERPUD1,PERK Regulates Gene Expression R-HSA-381042,Reactome_2022,0.0047163667634352
YAP1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
WWTR1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
SMARCB1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
SMURF2,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
STAT1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
LIFR,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
NR1D1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
MAPK14,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
RUNX3,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
IL6,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
IFNG,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
BCL6,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
E2F1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
TXNIP,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
MAPK1,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
BRD7,RNA Polymerase II Transcription R-HSA-73857,Reactome_2022,0.0047163667634352
YAP1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
WWTR1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
SMARCB1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
CAVIN1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
SMURF2,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
STAT1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
LIFR,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
NR1D1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
MAPK14,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
RUNX3,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
IL6,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
IFNG,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
BCL6,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
E2F1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
TXNIP,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
MAPK1,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
BRD7,Gene Expression (Transcription) R-HSA-74160,Reactome_2022,0.0047163667634352
IL1B,Programmed Cell Death R-HSA-5357801,Reactome_2022,0.0047163667634352
IRF1,Programmed Cell Death R-HSA-5357801,Reactome_2022,0.0047163667634352
E2F1,Programmed Cell Death R-HSA-5357801,Reactome_2022,0.0047163667634352
MAPK1,Programmed Cell Death R-HSA-5357801,Reactome_2022,0.0047163667634352
HMGB1,Programmed Cell Death R-HSA-5357801,Reactome_2022,0.0047163667634352
TLR4,Programmed Cell Death R-HSA-5357801,Reactome_2022,0.0047163667634352
E2F1,Oncogene Induced Senescence R-HSA-2559585,Reactome_2022,0.0048674509230544
MAPK1,Oncogene Induced Senescence R-HSA-2559585,Reactome_2022,0.0048674509230544
E2F3,Oncogene Induced Senescence R-HSA-2559585,Reactome_2022,0.0048674509230544
IL6,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,Reactome_2022,0.0056599238663887
CXCL8,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,Reactome_2022,0.0056599238663887
MAPK1,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,Reactome_2022,0.0056599238663887
IGFBP7,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,Reactome_2022,0.0056599238663887
YAP1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
FOSL1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
PTBP1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
EGR1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
SOCS1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
STAT1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
MAPK1,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
MAPK14,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
HIF1A,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome_2022,0.0056599238663887
IL6,CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834,Reactome_2022,0.0069420891634697
MAPK14,CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834,Reactome_2022,0.0069420891634697
IL6,MAPK1 (ERK2) Activation R-HSA-112411,Reactome_2022,0.0069420891634697
MAPK1,MAPK1 (ERK2) Activation R-HSA-112411,Reactome_2022,0.0069420891634697
ERN1,Unfolded Protein Response (UPR) R-HSA-381119,Reactome_2022,0.0075796728120529
CXCL8,Unfolded Protein Response (UPR) R-HSA-381119,Reactome_2022,0.0075796728120529
ATF3,Unfolded Protein Response (UPR) R-HSA-381119,Reactome_2022,0.0075796728120529
HERPUD1,Unfolded Protein Response (UPR) R-HSA-381119,Reactome_2022,0.0075796728120529
WWTR1,Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome_2022,0.0081078763360597
SMURF2,Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome_2022,0.0081078763360597
STAT1,Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome_2022,0.0081078763360597
MAPK1,Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome_2022,0.0081078763360597
MAPK1,Activation Of AP-1 Family Of Transcription Factors R-HSA-450341,Reactome_2022,0.0082512452943458
MAPK14,Activation Of AP-1 Family Of Transcription Factors R-HSA-450341,Reactome_2022,0.0082512452943458
YAP1,Transcriptional Regulation By RUNX3 R-HSA-8878159,Reactome_2022,0.0092058023634994
WWTR1,Transcriptional Regulation By RUNX3 R-HSA-8878159,Reactome_2022,0.0092058023634994
SMURF2,Transcriptional Regulation By RUNX3 R-HSA-8878159,Reactome_2022,0.0092058023634994
RUNX3,Transcriptional Regulation By RUNX3 R-HSA-8878159,Reactome_2022,0.0092058023634994
TFRC,RND2 GTPase Cycle R-HSA-9696270,Reactome_2022,0.0092058023634994
TNFAIP1,RND2 GTPase Cycle R-HSA-9696270,Reactome_2022,0.0092058023634994
EPHA2,RND2 GTPase Cycle R-HSA-9696270,Reactome_2022,0.0092058023634994
IL6,Interleukin-6 Signaling R-HSA-1059683,Reactome_2022,0.0096098252397031
STAT1,Interleukin-6 Signaling R-HSA-1059683,Reactome_2022,0.0096098252397031
HMOX1,Heme Signaling R-HSA-9707616,Reactome_2022,0.010207259669298
NR1D1,Heme Signaling R-HSA-9707616,Reactome_2022,0.010207259669298
TLR4,Heme Signaling R-HSA-9707616,Reactome_2022,0.010207259669298
MAPK1,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome_2022,0.0109188413398377
HMGB1,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome_2022,0.0109188413398377
MAPK14,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome_2022,0.0109188413398377
TLR4,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome_2022,0.0109188413398377
IRF7,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome_2022,0.0115724971641123
MAPK1,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome_2022,0.0115724971641123
HMGB1,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome_2022,0.0115724971641123
MAPK14,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome_2022,0.0115724971641123
MAPK1,Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415,Reactome_2022,0.0126158781250116
HMGB1,Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415,Reactome_2022,0.0126158781250116
CTSB,Trafficking And Processing Of Endosomal TLR R-HSA-1679131,Reactome_2022,0.0126158781250116
LGMN,Trafficking And Processing Of Endosomal TLR R-HSA-1679131,Reactome_2022,0.0126158781250116
FOSL1,Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome_2022,0.0159112856810987
EGR1,Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome_2022,0.0159112856810987
MAPK1,Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome_2022,0.0159112856810987
MAPK14,Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome_2022,0.0159112856810987
IFNG,Interleukin-12 Family Signaling R-HSA-447115,Reactome_2022,0.0159112856810987
STAT1,Interleukin-12 Family Signaling R-HSA-447115,Reactome_2022,0.0159112856810987
SOD1,Interleukin-12 Family Signaling R-HSA-447115,Reactome_2022,0.0159112856810987
MAPK1,Signaling By Activin R-HSA-1502540,Reactome_2022,0.0160003737735631
ACVR1B,Signaling By Activin R-HSA-1502540,Reactome_2022,0.0160003737735631
YAP1,YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,Reactome_2022,0.0160003737735631
WWTR1,YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,Reactome_2022,0.0160003737735631
YAP1,Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome_2022,0.0175455265174376
WWTR1,Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome_2022,0.0175455265174376
STAT1,Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome_2022,0.0175455265174376
MAPK1,Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome_2022,0.0175455265174376
IL1B,Regulated Necrosis R-HSA-5218859,Reactome_2022,0.0175455265174376
IRF1,Regulated Necrosis R-HSA-5218859,Reactome_2022,0.0175455265174376
HMGB1,Regulated Necrosis R-HSA-5218859,Reactome_2022,0.0175455265174376
ABCC1,Heme Degradation R-HSA-189483,Reactome_2022,0.0175455265174376
HMOX1,Heme Degradation R-HSA-189483,Reactome_2022,0.0175455265174376
ABCC1,Arachidonic Acid Metabolism R-HSA-2142753,Reactome_2022,0.0188789929832615
ALOX15,Arachidonic Acid Metabolism R-HSA-2142753,Reactome_2022,0.0188789929832615
PTGS2,Arachidonic Acid Metabolism R-HSA-2142753,Reactome_2022,0.0188789929832615
E2F1,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,Reactome_2022,0.0188789929832615
E2F3,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,Reactome_2022,0.0188789929832615
IRF7,Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964,Reactome_2022,0.0188789929832615
TLR4,Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964,Reactome_2022,0.0188789929832615
ALOX15,Biosynthesis Of DHA-derived SPMs R-HSA-9018677,Reactome_2022,0.0188789929832615
PTGS2,Biosynthesis Of DHA-derived SPMs R-HSA-9018677,Reactome_2022,0.0188789929832615
STAT1,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
WNT5A,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
KEAP1,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
HMGB1,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
MAPK14,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
IL6,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
IL1B,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
IRF7,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
E2F1,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
TXNIP,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
HMOX1,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
MAPK1,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
NLRP3,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
NOX4,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
E2F3,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
TLR4,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
S100A8,Disease R-HSA-1643685,Reactome_2022,0.022160915094105
HERC2,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome_2022,0.0226696129962196
SOCS1,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome_2022,0.0226696129962196
SMURF2,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome_2022,0.0226696129962196
KEAP1,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome_2022,0.0226696129962196
FBXL5,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome_2022,0.0226696129962196
FBXO31,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome_2022,0.0226696129962196
ALOX15,Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678,Reactome_2022,0.0227764262356379
PTGS2,Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678,Reactome_2022,0.0227764262356379
FOSL1,Signaling By NTRKs R-HSA-166520,Reactome_2022,0.0229624432429016
EGR1,Signaling By NTRKs R-HSA-166520,Reactome_2022,0.0229624432429016
MAPK1,Signaling By NTRKs R-HSA-166520,Reactome_2022,0.0229624432429016
MAPK14,Signaling By NTRKs R-HSA-166520,Reactome_2022,0.0229624432429016
YAP1,Signaling By Hippo R-HSA-2028269,Reactome_2022,0.0246614034888162
WWTR1,Signaling By Hippo R-HSA-2028269,Reactome_2022,0.0246614034888162
NLRP3,Circadian Clock R-HSA-400253,Reactome_2022,0.0265752919648333
NR1D1,Circadian Clock R-HSA-400253,Reactome_2022,0.0265752919648333
HIF1A,Circadian Clock R-HSA-400253,Reactome_2022,0.0265752919648333
ABCC1,Synthesis Of Leukotrienes (LT) And Eoxins (EX) R-HSA-2142691,Reactome_2022,0.0265752919648333
ALOX15,Synthesis Of Leukotrienes (LT) And Eoxins (EX) R-HSA-2142691,Reactome_2022,0.0265752919648333
MAPK1,ERK/MAPK Targets R-HSA-198753,Reactome_2022,0.028515146033436
MAPK14,ERK/MAPK Targets R-HSA-198753,Reactome_2022,0.028515146033436
MAPK1,Signaling By NODAL R-HSA-1181150,Reactome_2022,0.028515146033436
ACVR1B,Signaling By NODAL R-HSA-1181150,Reactome_2022,0.028515146033436
IL6,RAF-independent MAPK1/3 Activation R-HSA-112409,Reactome_2022,0.030802512592701
MAPK1,RAF-independent MAPK1/3 Activation R-HSA-112409,Reactome_2022,0.030802512592701
SOCS2,Neddylation R-HSA-8951664,Reactome_2022,0.0322439190962148
KEAP1,Neddylation R-HSA-8951664,Reactome_2022,0.0322439190962148
FBXL5,Neddylation R-HSA-8951664,Reactome_2022,0.0322439190962148
HIF1A,Neddylation R-HSA-8951664,Reactome_2022,0.0322439190962148
FBXO31,Neddylation R-HSA-8951664,Reactome_2022,0.0322439190962148
IL6,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
STAT1,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
IL1B,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
WNT5A,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
IRF7,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
KEAP1,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
TXNIP,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
HMOX1,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
MAPK1,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
NLRP3,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
MAPK14,Infectious Disease R-HSA-5663205,Reactome_2022,0.0344647236541827
SOCS1,Regulation Of IFNA/IFNB Signaling R-HSA-912694,Reactome_2022,0.0344647236541827
STAT1,Regulation Of IFNA/IFNB Signaling R-HSA-912694,Reactome_2022,0.0344647236541827
SOCS1,Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,Reactome_2022,0.0344647236541827
STAT1,Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,Reactome_2022,0.0344647236541827
SOCS2,Interleukin-7 Signaling R-HSA-1266695,Reactome_2022,0.0344647236541827
SOCS1,Interleukin-7 Signaling R-HSA-1266695,Reactome_2022,0.0344647236541827
ABCC1,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
TFRC,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
LCN2,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
HMOX1,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
NLRP3,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
SLC39A8,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
SLC1A5,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
FBXL5,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
MCU,Transport Of Small Molecules R-HSA-382551,Reactome_2022,0.0365973049347365
IRF7,DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,Reactome_2022,0.0370281391830285
TNFAIP3,DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,Reactome_2022,0.0370281391830285
HMGB1,DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,Reactome_2022,0.0370281391830285
LCN2,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
MAPK1,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
HMGB1,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
MAPK14,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
MPO,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
S100A8,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
CTSB,Neutrophil Degranulation R-HSA-6798695,Reactome_2022,0.0385143898504964
E2F1,G0 And Early G1 R-HSA-1538133,Reactome_2022,0.0385173001567599
DYRK1A,G0 And Early G1 R-HSA-1538133,Reactome_2022,0.0385173001567599
ABCC1,Metabolism Of Porphyrins R-HSA-189445,Reactome_2022,0.0409537562138393
HMOX1,Metabolism Of Porphyrins R-HSA-189445,Reactome_2022,0.0409537562138393
YAP1,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,Reactome_2022,0.0434332009806752
WWTR1,EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,Reactome_2022,0.0434332009806752
HMGB1,ER-Phagosome Pathway R-HSA-1236974,Reactome_2022,0.0451025313742286
TLR4,ER-Phagosome Pathway R-HSA-1236974,Reactome_2022,0.0451025313742286
S100A8,ER-Phagosome Pathway R-HSA-1236974,Reactome_2022,0.0451025313742286
SOCS1,Signaling By CSF3 (G-CSF) R-HSA-9674555,Reactome_2022,0.0451025313742286
STAT1,Signaling By CSF3 (G-CSF) R-HSA-9674555,Reactome_2022,0.0451025313742286
MAPK1,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,Reactome_2022,0.0451025313742286
MAPK14,MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,Reactome_2022,0.0451025313742286
ABCC1,Fatty Acid Metabolism R-HSA-8978868,Reactome_2022,0.047671958964903
ALOX15,Fatty Acid Metabolism R-HSA-8978868,Reactome_2022,0.047671958964903
ACSL3,Fatty Acid Metabolism R-HSA-8978868,Reactome_2022,0.047671958964903
PTGS2,Fatty Acid Metabolism R-HSA-8978868,Reactome_2022,0.047671958964903
TFRC,RAC3 GTPase Cycle R-HSA-9013423,Reactome_2022,0.0496215640359606
SLC1A5,RAC3 GTPase Cycle R-HSA-9013423,Reactome_2022,0.0496215640359606
EPHA2,RAC3 GTPase Cycle R-HSA-9013423,Reactome_2022,0.0496215640359606
